Location,MinTemp,Rainfall,Evaporation,Sunshine,WindGustDir,WindGustSpeed,WindDir9am,WindDir3pm,WindSpeed9am,WindSpeed3pm,Humidity9am,Humidity3pm,Pressure9am,Cloud9am,Cloud3pm,Temp3pm,Month,RainTomorrow
1,1.4,0.0,4.0,10.5,11.0,30.0,14.0,11.0,7.0,17.0,36.0,7.0,1021.2,0.0,0.0,24.1,6,0
15,16.9,0.0,7.0,5.8,2.0,31.0,7.0,3.0,7.0,15.0,63.0,55.0,1023.0,1.0,7.0,25.8,4,0
19,13.1,0.0,4.8,10.3,8.0,43.0,9.0,8.0,15.0,28.0,43.0,64.0,1016.3,0.0,1.0,20.9,4,0
11,24.6,0.0,11.4,10.9,5.0,33.0,4.0,5.0,17.0,15.0,54.0,37.0,1010.5,6.0,3.0,35.2,1,0
0,9.8,0.0,6.6,2.5,15.0,44.0,12.0,15.0,22.0,31.0,47.0,27.0,1015.0,0.0,0.0,22.0,7,0
2,9.5,0.0,8.0,9.5,7.0,28.0,6.0,6.0,13.0,9.0,53.0,25.0,1020.1,7.0,7.0,24.0,11,0
5,23.9,0.0,6.922463768115942,9.5,7.5,37.96875,0.0,0.0,22.0,15.0,47.0,43.0,1010.4,4.5,4.5,30.7,1,0
2,5.3,1.2,1.6,8.3,15.0,44.0,12.0,15.0,15.0,22.0,83.0,42.0,1013.1,0.0,6.0,16.0,7,0
16,12.7,0.0,5.4,9.4,7.0,33.0,5.0,3.0,13.0,13.0,65.0,45.0,1027.2,6.0,3.0,19.4,3,0
2,5.0,0.0,5.6,10.4,0.0,48.0,10.0,14.0,17.0,13.0,49.0,26.0,1016.9,1.0,4.5,23.6,9,0
10,10.7,0.0,8.2,10.9,8.0,43.0,7.0,9.0,11.0,20.0,64.0,38.0,1015.7,3.0,4.5,23.5,2,0
24,9.2,0.0,4.8,10.5,8.0,41.0,5.0,7.0,7.0,28.0,65.0,47.0,1028.6,7.0,1.0,21.6,12,0
24,9.0,0.0,1.0,1.8,11.0,37.0,11.0,12.0,17.0,17.0,86.0,82.0,1032.6,7.0,5.0,12.3,6,0
14,12.1,0.0,1.8,9.1,11.0,50.0,7.0,3.0,9.0,17.0,79.0,38.0,1021.8,7.0,7.0,25.1,11,0
11,12.1,0.0,1.8,9.1,6.0,22.0,6.0,8.0,9.0,9.0,84.0,57.0,1029.7,1.0,1.0,21.8,6,0
21,23.7,0.0,7.6,3.0,0.0,48.0,3.0,0.0,22.0,19.0,42.0,26.0,1012.9,7.0,6.0,30.9,5,0
23,5.7,1.2,2.0,9.0,7.5,37.96875,11.0,4.0,7.0,4.0,70.0,45.0,1025.2,5.0,4.0,16.1,9,0
21,16.1,0.0,6.4,10.5,3.0,26.0,6.0,15.0,15.0,13.0,53.0,28.0,1010.5,1.0,4.0,29.6,6,0
15,9.0,0.0,4.6,7.2,3.0,20.0,5.0,8.0,6.0,7.0,51.0,38.0,1020.7,3.0,6.0,20.9,8,0
19,22.7,0.0,6.4,9.8,4.0,63.0,4.0,4.0,13.0,33.0,70.0,48.0,1016.2,7.0,3.0,29.8,2,0
28,3.9,0.0,1.8,6.9,8.0,35.0,14.0,6.0,6.0,17.0,60.0,37.0,1016.0,6.0,7.0,17.2,7,0
16,11.5,0.0,1.6,8.8,11.0,61.0,11.0,11.0,24.0,35.0,82.0,51.0,1028.8,4.5,4.5,16.5,6,0
14,15.5,0.0,8.0,7.7,11.0,52.0,11.0,11.0,30.0,31.0,44.0,23.0,1021.7,7.0,7.0,27.8,4,0
11,10.4,0.0,9.4,12.7,3.0,43.0,2.0,2.0,19.0,19.0,31.0,17.0,1025.6,3.0,0.0,23.9,11,0
10,16.8,0.0,6.8,3.5,3.0,44.0,3.0,3.0,17.0,20.0,85.0,62.0,1016.0,7.0,4.5,21.4,3,0
12,10.0,0.2,2.6,1.1,5.0,28.0,8.0,8.0,9.0,9.0,58.0,57.0,1020.0,4.5,4.5,14.2,9,0
17,8.7,0.0,3.2,9.2,12.0,50.0,11.0,10.0,19.0,24.0,62.0,37.0,1022.7,4.5,4.5,24.1,12,0
24,14.6,0.0,6.4,8.7,11.0,39.0,9.0,12.0,2.0,20.0,58.0,24.0,1018.5,7.0,3.0,32.2,4,0
14,9.2,0.0,6.8,12.7,12.0,43.0,1.0,14.0,4.0,20.0,60.0,16.0,1015.0,7.0,3.0,30.0,12,0
19,8.5,0.2,6.0,10.8,7.0,48.0,7.0,3.0,26.0,20.0,56.0,45.0,1023.2,1.0,1.0,16.7,9,0
2,8.1,0.0,4.0,9.7,6.0,31.0,7.5,7.0,16.68421052631579,13.0,60.0,38.0,1018.5500000000002,4.5,1.0,19.7,3,0
17,3.6,0.0,1.0,8.4,12.0,33.0,12.0,12.0,13.0,15.0,81.0,59.0,1026.4,4.5,4.5,12.5,5,0
8,8.4,0.0,4.8,11.6,12.0,41.0,13.0,14.0,4.0,26.0,67.0,23.0,1022.8,1.0,3.0,27.7,10,0
16,10.1,0.2,1.8,5.9,14.0,28.0,14.0,15.0,13.0,9.0,62.0,56.0,1022.7,3.0,7.0,15.9,9,0
13,9.6,0.0,6.8,12.4,3.0,39.0,15.0,2.0,13.0,22.0,63.0,41.0,1016.0,8.0,7.0,22.0,1,0
12,15.0,0.0,6.922463768115942,4.4,12.0,48.0,10.0,12.0,17.0,26.0,35.0,27.0,1014.4,4.5,4.5,27.4,4,0
2,12.5,0.0,7.2,13.5,6.0,28.0,2.0,6.0,19.0,9.0,49.0,19.0,1022.5,0.0,4.5,29.6,12,0
7,14.0,0.0,5.0,10.9,10.0,31.0,7.5,11.0,0.0,13.0,66.0,55.0,1018.5,1.0,1.0,25.1,8,0
11,18.1,0.0,11.0,13.0,7.0,39.0,10.0,9.0,13.0,17.0,28.0,30.0,1013.1,0.0,1.0,30.8,11,0
23,19.1,0.0,4.0,8.4,7.5,37.96875,2.0,2.0,11.0,20.0,69.0,68.0,1018.6,7.0,1.0,21.9,2,0
25,14.5,2.0,1.6,8.4,0.0,50.0,1.0,0.0,24.0,31.0,81.0,72.0,1025.0,5.0,3.0,18.5,7,0
2,7.7,0.0,2.4,2.9,15.0,31.0,12.0,13.0,11.0,13.0,43.0,33.0,1020.0,7.0,7.0,17.7,7,0
11,16.5,0.0,9.2,13.2,1.0,46.0,2.0,7.0,15.0,17.0,50.0,40.0,1018.3,0.0,1.0,29.4,1,0
6,2.4,0.0,1.6,5.7,2.0,24.0,2.0,0.0,13.0,9.0,81.0,56.0,1031.6,7.0,7.0,15.5,6,0
24,3.1,0.4,0.6,5.3,7.0,26.0,15.0,5.0,4.0,15.0,97.0,74.0,1031.3,1.0,7.0,12.7,7,0
29,2.8,0.0,3.8,13.2,3.0,31.0,0.0,0.0,15.0,19.0,74.0,61.0,1021.3,4.5,4.5,19.5,11,0
0,13.3,0.0,6.2,10.9,7.0,37.0,6.0,7.0,20.0,20.0,73.0,37.0,1022.9,2.0,2.0,23.3,4,0
14,12.5,0.0,5.6,2.4,11.0,56.0,11.0,5.0,30.0,28.0,61.0,78.0,1016.0,6.0,7.0,11.7,9,0
27,20.2,0.0,3.6,6.5,3.0,48.0,6.0,3.0,19.0,26.0,68.0,73.0,1017.5,1.0,7.0,24.0,7,0
29,9.6,0.2,4.2,10.8,2.0,43.0,10.0,0.0,11.0,20.0,93.0,38.0,1034.1,0.0,3.0,24.6,3,0
23,16.3,0.0,7.6,10.9,7.5,37.96875,2.0,8.0,6.0,20.0,75.0,74.0,1016.4,6.0,6.0,21.5,1,0
18,10.0,0.0,4.6,2.3,5.0,48.0,6.0,8.0,11.0,24.0,64.0,54.0,1022.3,7.0,7.0,14.6,12,0
12,6.5,1.4,3.8,8.2,6.0,41.0,8.0,6.0,9.0,17.0,72.0,48.0,1034.3,4.5,4.5,13.6,8,0
21,23.9,0.8,5.6,10.8,4.0,31.0,0.0,0.0,11.0,15.0,69.0,41.0,1013.7,3.0,3.0,33.0,4,0
14,2.5,0.0,2.2,3.3,11.0,43.0,11.0,11.0,17.0,30.0,79.0,57.0,1034.0,8.0,7.0,14.3,7,0
6,1.9,0.0,0.6,8.1,9.0,24.0,6.0,13.0,6.0,13.0,95.0,61.0,1028.1,2.0,1.0,15.0,6,0
23,18.3,0.0,9.4,3.7,7.5,37.96875,0.0,0.0,30.0,22.0,66.0,65.0,1016.1,8.0,7.0,22.2,1,0
4,6.5,0.0,3.6,9.0,1.0,31.0,1.0,12.0,15.0,17.0,52.0,30.0,1024.9,1.0,5.0,23.0,5,0
23,7.6,0.0,0.4,8.8,7.5,37.96875,7.0,7.5,2.0,19.454545454545453,93.0,50.5,1025.6,1.0,4.5,23.83839779005525,8,0
1,17.5,0.0,11.8,11.8,3.0,54.0,6.0,6.0,22.0,24.0,47.0,23.0,1012.1,5.0,1.0,29.3,12,0
23,13.4,0.0,5.6,10.5,7.5,37.96875,3.0,11.0,6.0,19.0,59.0,57.0,1025.0,5.0,2.0,18.5,12,0
2,3.4,0.0,4.0,11.2,9.0,24.0,12.0,7.0,7.0,7.0,33.0,14.0,1028.5,0.0,0.0,27.1,10,0
20,7.0,0.4,3.6,10.7,7.5,37.96875,13.0,13.0,33.0,20.0,46.0,35.0,1016.0,1.0,4.0,15.4,8,0
19,7.4,0.0,3.6,5.4,7.0,56.0,9.0,7.0,19.0,35.0,64.0,60.0,1020.2,4.0,5.0,13.4,7,0
18,16.2,0.0,12.0,10.1,11.0,50.0,11.0,11.0,24.0,22.0,27.0,20.0,1016.3,1.0,5.0,33.7,12,0
26,12.6,0.0,8.0,13.1,7.0,39.0,1.0,12.0,9.0,26.0,57.0,13.0,1020.8,4.5,4.5,34.5,1,0
17,4.9,1.6,3.4,11.0,2.0,24.0,12.0,3.0,9.0,15.0,67.0,55.0,1030.6,3.0,1.0,15.4,10,0
20,14.2,0.0,2.4,6.9,13.0,41.0,13.0,3.0,20.0,13.0,60.0,31.0,1013.8,7.0,6.0,20.0,5,0
18,4.8,0.4,1.6,7.0,11.0,44.0,11.0,11.0,22.0,24.0,84.0,68.0,1006.5,7.0,1.0,15.6,6,0
15,12.7,0.0,4.6,9.3,6.0,20.0,5.0,2.0,4.0,11.0,69.0,49.0,1030.9,1.0,7.0,22.2,5,0
26,12.6,0.6,3.6,3.6,9.0,44.0,15.0,13.0,20.0,30.0,94.0,57.0,1020.2,4.5,4.5,20.1,12,0
19,11.7,0.0,6.2,10.2,14.0,44.0,13.0,15.0,6.0,24.0,35.0,25.0,1017.8,6.0,1.0,24.2,7,0
22,5.7,0.4,4.4,9.8,1.0,41.0,7.5,4.0,0.0,24.0,79.0,47.0,1023.5,2.0,6.0,19.2,9,0
13,8.0,1.0,5.0,8.2,13.0,59.0,13.0,13.0,20.0,37.0,66.0,55.0,1013.5,2.0,2.0,13.9,5,0
15,11.8,0.2,5.6,9.9,13.0,48.0,13.0,13.0,19.0,22.0,60.0,50.5,1012.9,1.0,1.0,23.83839779005525,5,0
27,20.3,0.0,4.0,10.7,10.0,30.0,8.0,1.0,13.0,19.0,71.0,63.0,1014.8,1.0,1.0,29.2,5,0
10,8.1,0.0,8.4,13.1,5.0,41.0,0.0,3.0,9.0,7.0,33.0,12.0,1015.2,0.0,1.0,32.9,1,0
15,21.9,0.0,7.4,11.5,4.0,26.0,4.0,10.0,6.0,11.0,45.0,39.0,1019.0,2.0,1.0,29.6,12,0
23,15.7,0.0,5.8,11.6,7.5,37.96875,6.0,0.0,7.0,26.0,67.0,65.0,1010.7,2.0,0.0,22.5,2,0
9,18.7,0.0,13.4,11.6,0.0,56.0,4.0,9.0,33.0,7.0,23.0,11.0,1019.0,1.0,3.0,35.8,1,0
18,14.6,0.2,11.2,10.3,5.0,44.0,9.0,5.0,20.0,22.0,65.0,43.0,1013.3,7.0,2.0,20.7,1,0
6,-0.5,0.0,4.6,10.0,13.0,31.0,7.0,12.0,7.0,13.0,70.0,32.0,1020.9,2.0,2.0,18.2,9,0
19,11.1,0.0,9.0,11.0,9.0,41.0,13.0,1.0,17.0,24.0,40.0,39.0,1020.3,0.0,0.0,20.1,9,0
27,16.8,0.0,5.0,10.3,4.0,31.0,6.0,10.0,13.0,19.0,65.0,65.0,1018.0,2.0,1.0,26.5,8,0
25,19.9,0.0,4.0,9.1,4.0,46.0,1.0,1.0,24.0,26.0,69.0,67.0,1019.5,4.0,6.0,23.5,4,0
7,18.1,0.0,6.6,9.8,4.0,30.0,13.0,11.0,6.0,17.0,67.0,24.0,1014.3,2.0,1.0,31.4,9,0
23,17.9,0.0,3.0,0.0,7.5,37.96875,0.0,0.0,20.0,15.0,74.0,83.0,1017.3,8.0,8.0,19.1,4,0
5,4.6,0.0,6.922463768115942,11.0,0.0,48.0,0.0,3.0,20.0,13.0,56.0,40.0,1029.4,0.0,0.0,20.8,9,0
23,16.5,0.2,5.8,8.9,7.5,37.96875,13.0,9.0,4.0,31.0,90.0,82.0,1020.0,8.0,6.0,21.0,12,0
21,17.6,0.0,4.8,11.2,0.0,37.0,0.0,0.0,28.0,13.0,46.0,30.0,1015.6,2.0,3.0,29.7,5,0
29,12.3,1.0,3.0,6.9,3.0,28.0,3.0,8.0,9.0,19.0,73.0,69.0,1017.8,8.0,4.5,19.1,12,0
28,7.7,0.2,1.2,8.3,14.0,22.0,15.0,4.0,6.0,9.0,82.0,59.0,1016.8,3.0,4.0,20.6,6,0
15,19.4,0.4,5.6,11.5,4.0,28.0,11.0,4.0,7.0,11.0,58.0,58.0,1020.1,2.0,8.0,25.6,10,0
1,20.1,0.0,13.8,9.6,0.0,35.0,4.0,8.0,20.0,13.0,28.0,19.0,1011.5,6.0,4.0,37.1,12,0
6,9.4,0.0,10.2,13.7,9.0,52.0,10.0,13.0,7.0,22.0,33.0,15.0,1012.8,1.0,5.0,29.6,12,0
2,0.1,0.0,2.4,6.6,4.0,24.0,0.0,9.0,9.0,6.0,92.0,46.0,1031.6,2.0,6.0,16.5,8,0
10,2.9,1.8,1.8,12.8,6.0,39.0,7.0,7.0,20.0,20.0,51.0,26.0,1021.2,2.0,4.5,18.7,11,0
22,7.7,0.0,1.8,1.1,15.0,19.0,14.0,9.0,7.0,4.0,86.0,64.0,1007.8,7.0,8.0,16.6,6,0
26,9.4,0.0,5.2,8.6,3.0,44.0,2.0,3.0,20.0,26.0,66.0,47.0,1024.7,4.5,4.5,20.6,2,0
19,18.1,0.0,8.0,11.4,4.0,57.0,0.0,4.0,6.0,37.0,58.0,50.0,1017.3,4.0,1.0,25.3,11,0
10,6.9,0.4,1.5,3.2,0.0,22.0,1.0,14.0,9.0,7.0,96.0,58.0,1024.5,8.0,4.5,12.2,8,0
10,6.7,0.0,4.6,9.1,4.0,26.0,1.0,10.0,15.0,11.0,63.0,58.0,1020.5,3.0,6.0,24.0,4,0
22,13.3,0.0,4.2,10.1,2.0,44.0,4.0,2.0,7.0,30.0,57.0,46.0,1016.2,6.0,6.0,22.9,1,0
7,20.3,0.0,6.4,10.9,4.0,37.0,3.0,4.0,17.0,28.0,58.0,57.0,1014.5,1.0,2.0,29.2,3,0
5,9.7,0.0,6.922463768115942,9.1,2.0,28.0,0.0,12.0,19.0,7.0,75.0,36.0,1021.7,4.5,2.0,22.0,5,0
12,15.5,0.0,8.4,11.6,14.0,26.0,2.0,5.0,9.0,15.0,53.0,35.0,1011.2,4.5,4.5,27.2,11,0
19,9.0,0.0,1.8,8.8,14.0,30.0,8.0,0.0,2.0,11.0,65.0,47.0,1012.5,2.0,4.0,17.0,6,0
4,17.0,0.0,10.4,12.6,13.0,50.0,15.0,15.0,13.0,30.0,42.0,20.0,1006.8,3.0,1.0,32.9,2,0
19,19.1,0.0,3.8,3.0,7.0,37.0,7.0,8.0,19.0,22.0,86.0,79.0,1018.8,7.0,6.0,24.2,1,0
29,5.9,0.0,5.8,12.6,1.0,28.0,4.0,4.0,9.0,13.0,69.0,49.0,1033.4,7.0,1.0,17.6,10,0
22,7.5,0.0,2.6,9.7,14.0,54.0,14.0,15.0,28.0,28.0,51.0,29.0,1020.6,5.0,6.0,20.6,7,0
24,4.4,0.0,1.4,2.2,11.0,35.0,10.0,10.0,15.0,24.0,93.0,80.0,1014.1,7.0,8.0,12.3,7,0
27,16.7,0.0,6.2,6.0,6.0,31.0,6.0,3.0,15.0,22.0,62.0,63.0,1018.9,1.0,6.0,22.8,6,0
16,23.0,0.0,8.8,4.8,11.0,43.0,13.0,9.0,9.0,13.0,53.0,49.0,1016.5,7.0,7.0,27.3,3,0
6,12.4,0.6,4.4,9.6,5.0,41.0,0.0,12.0,15.0,13.0,73.0,25.0,1011.2,6.0,4.0,26.6,2,0
25,19.8,0.0,5.0,11.4,0.0,39.0,2.0,2.0,20.0,17.0,64.0,61.0,1020.2,2.0,1.0,24.1,3,0
8,-3.1,0.0,2.8,8.7,7.5,37.96875,10.0,12.0,7.0,28.0,97.0,38.0,1026.7,3.0,4.5,17.9,8,0
20,6.4,0.0,3.0,10.3,7.5,37.96875,13.0,0.0,20.0,15.0,73.0,50.0,1022.2,3.0,1.0,15.2,8,0
24,11.6,0.4,6.8,8.6,7.5,37.96875,5.0,9.0,11.0,39.0,78.0,46.0,1009.6,7.0,5.0,17.5,11,0
2,4.4,0.0,1.6,2.5,7.0,17.0,8.0,7.0,6.0,9.0,94.0,60.0,1028.1,8.0,7.0,12.8,6,0
15,20.3,0.2,5.4,12.3,0.0,31.0,8.0,0.0,9.0,17.0,56.0,49.0,1008.9,3.0,1.0,31.1,2,0
0,6.1,0.0,5.0,8.5,13.0,50.0,15.0,9.0,15.0,30.0,73.0,32.0,1016.4,0.0,5.0,16.2,8,0
5,14.9,0.0,6.922463768115942,13.2,7.0,41.0,2.0,2.0,22.0,15.0,38.0,14.0,1016.7,4.5,4.5,37.4,1,0
10,15.8,0.0,5.0,7.3,15.0,35.0,13.0,15.0,7.0,20.0,86.0,65.0,1009.5,3.0,7.0,24.4,2,0
27,19.9,0.0,4.4,11.0,12.0,30.0,6.0,1.0,17.0,19.0,49.0,45.0,1011.5,5.0,4.0,28.4,5,0
16,2.3,0.0,1.0,8.6,10.0,31.0,11.0,11.0,15.0,15.0,87.0,43.0,1026.1,1.0,3.0,13.9,6,0
1,2.3,0.0,3.8,10.3,2.0,31.0,7.5,2.0,0.0,17.0,63.0,29.0,1021.3,1.0,1.0,18.4,7,0
2,6.1,0.4,3.5,7.6,13.0,28.0,13.0,9.0,13.0,17.0,93.0,44.0,1023.2,0.0,5.0,15.0,8,0
18,6.1,0.6,0.6,5.8,7.0,24.0,0.0,5.0,4.0,9.0,99.0,76.0,1011.9,7.0,6.0,11.9,8,0
7,14.5,0.0,8.0,5.0,2.0,39.0,7.0,2.0,9.0,28.0,55.0,49.0,1023.8,6.0,7.0,23.9,8,0
16,9.7,0.4,4.2,6.7,15.0,30.0,9.0,14.0,11.0,7.0,60.0,51.0,1016.0,7.0,6.0,16.4,11,0
29,6.6,0.0,2.2,6.1,15.0,30.0,11.0,5.0,13.0,11.0,75.0,45.0,1022.6,2.0,2.0,22.2,4,0
29,13.4,0.0,8.0,13.0,5.0,24.0,0.0,5.0,6.0,13.0,82.0,43.0,1021.1,2.0,3.0,28.0,11,0
8,-0.7,0.0,1.4,7.8,1.0,31.0,1.0,4.0,4.0,15.0,86.0,45.0,1032.6,1.0,6.0,13.0,6,0
2,6.5,0.0,4.6,7.7,14.0,43.0,12.0,14.0,13.0,22.0,81.0,45.0,1019.2,5.0,4.0,16.2,7,0
17,10.4,0.0,3.0,2.5,5.0,44.0,12.0,12.0,30.0,28.0,59.0,60.0,1014.5,6.0,6.0,11.8,5,0
10,11.0,2.0,10.0,9.8,5.0,37.0,13.0,9.0,9.0,22.0,84.0,15.0,1010.6,7.0,4.5,24.0,11,0
20,21.2,0.0,8.2,12.9,1.0,33.0,9.0,0.0,6.0,22.0,67.0,63.0,1008.6,3.0,2.0,26.6,1,0
18,12.4,0.0,2.2,1.4,11.0,35.0,12.0,11.0,11.0,17.0,72.0,68.0,1021.1,7.0,7.0,15.9,5,0
15,13.3,0.0,3.6,9.8,7.0,24.0,5.0,7.0,7.0,11.0,64.0,43.0,1022.8,2.0,6.0,23.0,6,0
10,18.4,0.0,9.6,11.2,2.0,43.0,2.0,3.0,20.0,22.0,62.0,43.0,1011.9,3.0,6.0,29.1,1,0
29,11.9,1.6,4.0,8.2,5.0,28.0,9.0,7.0,17.0,15.0,97.0,77.0,1009.4,8.0,5.0,20.4,1,0
11,18.0,0.0,10.8,12.1,5.0,30.0,7.0,9.0,13.0,13.0,69.0,53.0,1011.7,1.0,1.0,26.5,2,0
13,7.5,1.4,3.0,7.7,9.0,44.0,9.0,9.0,15.0,24.0,82.0,58.0,1021.5,4.0,6.0,16.0,10,0
23,15.3,0.2,1.6,3.4,7.5,37.96875,3.0,3.0,19.0,9.0,61.0,85.0,1033.2,5.0,7.0,17.4,5,0
1,0.0,0.0,4.0,10.1,6.0,43.0,8.0,2.0,9.0,22.0,49.0,29.0,1027.0,0.0,0.0,15.4,7,0
22,8.1,0.0,5.6,3.6,6.0,37.0,9.0,2.0,13.0,17.0,55.0,79.0,1024.7,1.0,8.0,15.7,10,0
17,6.7,0.6,1.2,5.7,13.0,61.0,5.0,9.0,17.0,15.0,56.0,69.0,1010.5,4.0,3.0,6.6,6,0
21,21.9,0.0,6.8,10.5,12.0,39.0,11.0,11.0,9.0,26.0,64.0,31.0,1013.9,2.0,1.0,32.4,9,0
26,11.6,0.0,3.8,10.9,8.0,33.0,3.0,7.0,15.0,22.0,95.0,56.0,1011.4,4.5,4.5,21.1,12,0
13,11.7,0.0,2.6,0.0,8.0,26.0,13.0,8.0,7.0,7.0,85.0,79.0,1024.3,8.0,8.0,15.5,4,0
7,12.5,0.0,6.6,10.0,4.0,39.0,7.0,1.0,11.0,30.0,55.0,52.0,1019.0,1.0,6.0,24.4,8,0
24,11.1,1.8,5.2,8.1,13.0,61.0,13.0,13.0,30.0,31.0,79.0,88.0,1013.8,7.0,8.0,13.1,10,0
0,15.2,0.0,7.2,2.8,7.0,41.0,8.0,7.0,26.0,24.0,60.0,32.0,1014.9,1.0,1.0,24.0,4,0
0,16.0,0.0,8.0,11.2,3.0,30.0,0.0,15.0,19.0,9.0,45.0,19.0,1018.2,0.0,0.0,28.3,3,0
26,4.5,0.2,3.8,9.2,7.0,31.0,7.5,15.0,0.0,7.0,100.0,43.0,1019.4,4.5,4.5,21.3,3,0
23,17.3,0.0,7.6,8.7,7.5,37.96875,5.0,7.0,11.0,11.0,81.0,71.0,1019.4,8.0,6.0,22.4,2,0
5,12.4,0.0,6.922463768115942,11.3,0.0,61.0,0.0,1.0,24.0,19.0,40.0,14.0,1019.7,4.5,4.5,30.0,12,0
25,17.8,0.0,6.8,6.5,5.0,24.0,4.0,11.0,11.0,6.0,62.0,66.0,1015.5,3.0,7.0,23.0,1,0
21,23.6,0.0,8.8,10.6,11.0,39.0,1.0,12.0,15.0,22.0,70.0,57.0,1016.6,1.0,1.0,31.5,9,0
5,12.4,0.0,6.922463768115942,13.1,9.0,46.0,3.0,7.0,17.0,28.0,40.0,31.0,1011.2,4.5,4.5,31.7,1,0
11,11.8,0.0,5.6,10.4,5.0,31.0,3.0,9.0,4.0,13.0,67.0,54.0,1020.8,1.0,1.0,24.0,4,0
8,13.4,0.0,6.8,9.0,11.0,41.0,2.0,12.0,2.0,19.0,79.0,47.0,1018.5,6.0,2.0,22.2,3,0
2,22.4,0.0,12.0,12.3,9.0,33.0,7.0,7.0,15.0,11.0,39.0,22.0,1006.7,6.0,1.0,34.6,1,0
27,16.0,0.2,6.2,6.7,3.0,33.0,3.0,2.0,17.0,20.0,66.0,52.0,1015.9,7.0,7.0,26.2,6,0
26,10.2,0.0,4.0,11.0,10.0,59.0,10.0,10.0,30.0,30.0,60.0,49.0,1024.1,4.5,4.5,23.5,10,0
26,12.2,0.0,5.0,10.1,3.0,39.0,8.0,6.0,11.0,19.0,63.0,55.0,1022.5,4.5,4.5,19.3,1,0
2,14.2,0.0,8.0,6.1,11.0,41.0,10.0,14.0,17.0,19.0,32.0,14.0,1018.7,0.0,1.0,34.0,11,0
20,22.1,0.0,8.6,7.8,7.5,37.96875,0.0,4.0,11.0,24.0,64.0,60.0,1019.4,6.0,3.0,25.8,1,0
26,13.0,0.0,6.4,0.4,6.0,48.0,8.0,3.0,24.0,15.0,99.0,55.0,1014.5,4.5,4.5,15.9,11,0
18,4.8,0.0,2.4,8.6,12.0,33.0,7.5,11.0,0.0,17.0,99.0,52.0,1022.1,1.0,1.0,15.5,7,0
26,16.4,0.6,0.8,0.4,3.0,19.0,4.0,7.5,6.0,0.0,100.0,76.0,1017.7,4.5,4.5,21.7,4,0
1,24.8,0.2,9.4,0.0,12.0,31.0,10.0,3.0,9.0,13.0,69.0,56.0,1009.4,8.0,8.0,27.1,1,0
20,9.2,0.0,4.0,10.0,5.0,46.0,9.0,13.0,22.0,13.0,41.0,23.0,1017.6,4.5,4.5,17.3,7,0
24,11.1,0.8,1.0,8.8,13.0,31.0,14.0,9.0,11.0,19.0,96.0,62.0,1024.7,5.0,6.0,17.9,5,0
9,12.9,0.0,7.4,11.1,0.0,54.0,1.0,6.0,30.0,9.0,41.0,24.0,1023.4,0.0,0.0,27.7,3,0
18,8.1,0.0,2.6,10.0,12.0,43.0,1.0,1.0,13.0,13.0,57.0,47.0,1015.2,1.0,5.0,17.5,9,0
20,14.5,0.0,4.2,8.5,1.0,24.0,15.0,1.0,13.0,17.0,63.0,54.0,1023.9,5.0,3.0,20.8,4,0
19,9.8,0.0,3.2,5.1,12.0,35.0,14.0,15.0,13.0,17.0,61.0,38.0,1021.5,8.0,2.0,19.0,8,0
15,10.5,0.0,3.8,7.2,8.0,20.0,7.0,1.0,6.0,7.0,73.0,57.0,1022.9,3.0,4.0,20.4,7,0
17,6.9,0.8,6.2,6.5,14.0,37.0,11.0,0.0,9.0,13.0,58.0,54.0,1020.8,4.5,4.5,18.8,2,0
24,6.3,0.8,3.0,1.2,5.0,31.0,12.0,13.0,17.0,13.0,83.0,59.0,1025.4,7.0,7.0,16.7,4,0
21,26.3,0.0,8.0,7.8,10.0,39.0,4.0,10.0,15.0,28.0,66.0,48.0,1012.1,5.0,3.0,33.0,10,0
19,7.9,0.0,1.6,6.0,9.0,46.0,12.0,13.0,13.0,13.0,69.0,46.0,1017.8,6.0,4.0,17.7,7,0
9,9.0,0.0,5.0,10.6,0.0,56.0,0.0,2.0,33.0,17.0,56.0,27.0,1024.5,1.0,0.0,26.7,4,0
20,14.0,1.2,1.8,4.2,7.5,37.96875,13.0,8.0,13.0,19.0,86.0,61.0,1030.7,7.0,5.0,20.5,5,0
21,24.3,0.0,5.6,11.2,0.0,43.0,3.0,0.0,13.0,20.0,74.0,40.0,1014.8,3.0,5.0,31.9,5,0
15,18.5,0.0,8.8,11.9,1.0,28.0,3.0,1.0,6.0,13.0,46.0,43.0,1011.6,1.0,4.0,28.3,1,0
6,-2.2,0.0,3.2,11.2,8.0,33.0,6.0,8.0,15.0,17.0,50.0,26.0,1023.2,0.0,1.0,17.3,10,0
2,8.1,0.0,6.6,10.9,4.0,20.0,3.0,12.0,7.0,7.0,49.0,21.0,1024.2,1.0,1.0,28.0,3,0
6,-0.6,0.0,1.2,4.6,1.0,17.0,0.0,7.5,9.0,0.0,84.0,59.0,1025.7,5.0,6.0,14.9,5,0
28,19.1,0.0,6.0,7.4,10.0,52.0,11.0,10.0,22.0,39.0,68.0,62.0,1016.1,7.0,7.0,23.1,10,0
8,0.6,0.0,1.6,4.9,7.5,37.96875,7.5,12.0,0.0,13.0,92.0,38.0,1025.7,7.0,6.0,16.5,8,0
25,18.4,0.0,8.6,9.4,4.0,52.0,1.0,4.0,26.0,30.0,63.0,59.0,1022.9,8.0,5.0,22.6,12,0
