Location,Rainfall,Evaporation,Sunshine,WindGustDir,WindGustSpeed,WindDir9am,WindDir3pm,WindSpeed9am,WindSpeed3pm,Humidity9am,Humidity3pm,Pressure9am,Cloud9am,Cloud3pm,Month,TempDiff,RainTomorrow
5,0.0,6.922463768115942,11.5,7.0,44.0,6.0,5.0,19.0,28.0,42.0,32.0,1018.6,4.5,4.5,3,13.799999999999999,0
26,0.0,4.6,11.3,7.0,39.0,7.5,5.0,0.0,22.0,93.0,54.0,1027.7,4.5,4.5,2,15.600000000000001,0
21,0.0,4.6,10.6,15.0,33.0,7.0,15.0,4.0,26.0,71.0,57.0,1012.1,2.0,1.0,9,8.100000000000001,0
22,0.0,7.8,11.5,1.0,41.0,3.0,3.0,9.0,22.0,86.0,54.0,1010.4,4.0,2.0,2,10.200000000000003,0
7,0.0,12.6,11.9,1.0,48.0,2.0,1.0,30.0,37.0,54.0,54.0,1011.4,2.0,1.0,1,7.5,0
21,0.0,4.0,10.6,0.0,35.0,0.0,11.0,19.0,20.0,73.0,42.0,1014.0,2.0,2.0,5,9.400000000000002,0
5,0.0,6.922463768115942,10.4,4.0,39.0,10.0,10.0,20.0,20.0,28.0,16.0,1023.1,3.0,1.0,4,22.9,0
2,0.0,2.8,8.4,15.0,35.0,14.0,15.0,13.0,17.0,80.0,50.0,1023.2,4.0,7.0,6,10.600000000000001,0
8,0.0,2.8,7.7,14.0,39.0,14.0,14.0,4.0,28.0,79.0,45.0,1016.3,1.0,6.0,12,18.799999999999997,0
19,0.0,6.8,10.6,8.0,56.0,13.0,8.0,22.0,31.0,50.0,60.0,1017.0,1.0,2.0,3,4.900000000000002,0
13,0.0,2.0,8.2,9.0,43.0,15.0,9.0,15.0,26.0,74.0,52.0,1024.2,3.0,3.0,8,13.0,0
29,0.4,4.0,11.1,3.0,54.0,3.0,3.0,24.0,31.0,51.0,49.0,1027.1,7.0,6.0,3,3.5999999999999996,0
24,1.2,2.6,11.9,7.5,37.96875,7.5,7.5,16.68421052631579,19.454545454545453,56.0,41.0,1025.1,5.0,1.0,11,12.9,0
20,0.0,2.0,5.9,15.0,30.0,13.0,6.0,24.0,9.0,77.0,55.0,1030.0,3.0,7.0,5,9.399999999999999,0
27,0.0,5.8,11.0,3.0,37.0,6.0,2.0,13.0,26.0,56.0,50.0,1019.3,1.0,1.0,5,9.299999999999997,0
6,0.0,11.6,12.9,9.0,41.0,1.0,9.0,22.0,17.0,49.0,14.0,1014.4,0.0,1.0,2,17.299999999999997,0
20,0.0,11.6,9.9,6.0,57.0,7.0,6.0,28.0,37.0,59.0,57.0,1016.8,6.0,1.0,12,5.0,0
7,0.0,8.0,4.8,1.0,31.0,4.0,1.0,11.0,24.0,63.0,59.0,1013.2,8.0,7.0,11,8.600000000000001,0
0,0.2,3.6,8.2,11.0,30.0,10.0,14.0,9.0,17.0,55.0,29.0,1016.0,1.0,6.0,6,14.299999999999999,0
13,0.0,5.4,11.8,0.0,33.0,10.0,0.0,6.0,19.0,81.0,43.0,1027.0,1.0,0.0,3,14.8,0
20,0.0,7.2,10.2,13.0,28.0,15.0,1.0,19.0,15.0,62.0,50.0,1023.7,0.0,0.0,5,9.9,0
10,0.2,1.1,9.1,1.0,17.0,10.0,13.0,7.0,11.0,82.0,45.0,1032.0,4.5,4.5,6,14.4,0
19,0.0,2.8,9.9,9.0,48.0,9.0,7.0,30.0,30.0,55.0,48.0,1025.8,1.0,2.0,7,4.299999999999999,0
7,0.0,7.0,10.7,6.0,39.0,7.0,4.0,17.0,22.0,23.0,20.0,1021.4,7.0,2.0,7,14.799999999999999,0
14,2.0,1.0,6.1,5.0,67.0,13.0,9.0,31.0,33.0,63.0,62.0,1014.2,5.0,7.0,9,5.800000000000001,0
15,0.0,3.2,8.0,1.0,20.0,7.0,2.0,6.0,9.0,65.0,58.0,1015.4,1.0,4.0,4,7.600000000000001,0
11,0.0,3.2,9.4,4.0,17.0,1.0,7.0,7.0,7.0,59.0,34.0,1017.7,0.0,1.0,5,16.8,0
9,0.0,2.2,10.6,1.0,54.0,1.0,0.0,20.0,28.0,52.0,40.0,1030.3,0.0,1.0,9,11.899999999999999,0
26,0.0,5.4,6.8,5.0,37.0,14.0,7.0,7.0,17.0,91.0,59.0,1024.6,4.5,4.5,2,12.0,0
24,0.0,1.2,2.5,2.0,28.0,6.0,6.0,9.0,20.0,79.0,76.0,1032.9,7.0,7.0,4,7.700000000000001,0
15,0.0,10.8,11.7,4.0,28.0,14.0,4.0,6.0,11.0,48.0,52.0,1014.7,5.0,6.0,1,9.0,0
2,0.2,2.1,7.5,7.0,28.0,7.0,5.0,13.0,15.0,85.0,53.0,1030.8,7.0,4.0,9,10.9,0
9,0.0,3.2,9.4,13.0,31.0,8.0,9.0,6.0,22.0,68.0,46.0,1023.7,1.0,6.0,4,17.0,0
11,0.0,11.0,12.3,2.0,39.0,0.0,3.0,13.0,11.0,53.0,23.0,1015.2,0.0,1.0,2,17.099999999999998,0
5,0.0,6.922463768115942,11.4,5.0,37.0,10.0,9.0,22.0,26.0,27.0,33.0,1016.1,1.0,1.0,10,14.799999999999999,0
18,1.6,7.4,6.5,5.0,37.0,8.0,7.0,13.0,19.0,61.0,47.0,1017.4,7.0,1.0,3,7.800000000000001,0
12,0.0,7.0,9.6,3.0,30.0,15.0,1.0,13.0,4.0,54.0,31.0,1019.4,4.5,4.5,1,11.799999999999999,0
13,0.0,0.8,3.3,12.0,22.0,0.0,0.0,6.0,15.0,99.0,50.0,1020.9,7.0,7.0,5,17.0,0
6,0.0,1.0,2.2,0.0,17.0,0.0,13.0,9.0,6.0,91.0,68.0,1023.9,7.0,7.0,8,11.4,0
17,0.0,3.4,8.5,3.0,35.0,12.0,3.0,7.0,19.0,64.0,47.0,1020.3,4.0,7.0,3,7.299999999999999,0
22,0.0,2.4,8.0,15.0,41.0,15.0,13.0,22.0,20.0,68.0,34.0,1022.3,6.0,7.0,8,14.799999999999999,0
17,0.0,6.2,8.7,7.0,30.0,6.0,3.0,7.0,19.0,62.0,52.0,1026.8,3.0,1.0,3,4.200000000000001,0
21,0.0,7.2,11.1,0.0,39.0,0.0,0.0,17.0,19.0,71.0,30.0,1015.6,1.0,1.0,7,10.899999999999999,0
18,0.0,4.0,4.0,5.0,31.0,13.0,5.0,11.0,11.0,97.0,67.0,1024.7,2.0,7.0,4,6.300000000000001,0
1,0.0,5.0,10.0,3.0,35.0,7.5,2.0,0.0,20.0,45.0,26.0,1028.6,0.0,1.0,6,18.1,0
13,0.0,5.6,8.2,3.0,35.0,8.0,3.0,13.0,22.0,77.0,62.0,1012.5,7.0,5.0,12,10.799999999999999,0
13,0.2,0.8,7.9,0.0,19.0,14.0,0.0,9.0,11.0,91.0,44.0,1027.3,3.0,3.0,5,18.5,0
13,0.0,5.0,7.8,0.0,31.0,12.0,4.0,9.0,9.0,85.0,47.0,1018.4,7.0,3.0,3,15.5,0
17,0.2,6.8,8.0,6.0,31.0,6.0,3.0,7.0,20.0,49.0,43.0,1028.2,7.0,1.0,2,6.500000000000002,0
8,0.0,5.8,7.7,1.0,35.0,3.0,1.0,15.0,24.0,60.0,46.0,1019.2,7.0,7.0,12,12.7,0
19,0.0,5.4,12.2,3.0,41.0,8.0,6.0,22.0,28.0,43.0,38.0,1015.8,1.0,1.0,10,6.1,0
14,0.2,2.0,1.9,9.0,48.0,9.0,5.0,20.0,31.0,95.0,53.0,1013.3,7.0,6.0,7,4.199999999999999,0
6,0.0,4.4,8.2,5.0,43.0,9.0,5.0,6.0,19.0,79.0,38.0,1018.9,6.0,6.0,3,9.400000000000002,0
0,0.0,12.6,12.0,6.0,44.0,6.0,3.0,20.0,19.0,60.0,22.0,1013.6,0.0,1.0,1,13.899999999999999,0
7,0.0,10.4,7.9,1.0,44.0,0.0,1.0,15.0,35.0,54.0,57.0,1012.0,7.0,6.0,11,5.600000000000001,0
10,0.0,0.6,9.4,4.0,24.0,10.0,1.0,6.0,9.0,84.0,62.0,1034.0,2.0,2.0,7,13.1,0
14,0.0,6.4,10.1,6.0,35.0,6.0,6.0,13.0,19.0,73.0,46.0,1017.6,7.0,1.0,2,8.899999999999999,0
14,2.0,4.0,11.9,6.0,48.0,6.0,8.0,19.0,26.0,51.0,48.0,1015.9,4.0,6.0,12,9.900000000000002,0
23,0.0,3.4,10.3,7.5,37.96875,9.0,2.0,4.0,15.0,74.0,57.0,1025.6,5.0,0.0,10,6.399999999999999,0
8,0.0,2.4,5.8,13.0,31.0,2.0,13.0,4.0,19.0,81.0,60.0,1020.9,1.0,7.0,8,11.1,0
23,0.0,5.4,9.1,7.5,37.96875,7.5,6.0,0.0,26.0,91.0,70.0,1024.0,4.0,7.0,3,5.199999999999999,0
5,0.0,6.922463768115942,5.7,9.0,41.0,13.0,9.0,15.0,26.0,72.0,49.0,1006.6,3.0,4.5,2,6.199999999999999,0
19,0.0,6.0,10.6,8.0,57.0,15.0,4.0,7.0,26.0,65.0,41.0,1011.4,3.0,3.0,11,11.599999999999998,0
10,0.0,7.7,11.0,13.0,48.0,4.0,13.0,11.0,22.0,97.0,12.0,1014.4,7.0,4.5,12,22.0,0
21,0.0,5.4,10.7,0.0,37.0,0.0,0.0,24.0,20.0,71.0,44.0,1013.0,5.0,6.0,5,8.400000000000002,0
22,0.0,9.2,11.7,7.5,37.96875,4.0,1.0,17.0,28.0,56.0,45.0,1013.3,2.0,2.0,1,13.700000000000001,0
16,0.0,1.8,7.6,14.0,35.0,11.0,10.0,13.0,17.0,89.0,43.0,1021.7,7.0,7.0,8,8.5,0
21,0.0,6.4,11.1,3.0,39.0,2.0,0.0,9.0,20.0,54.0,27.0,1013.6,2.0,2.0,4,10.100000000000001,0
27,0.0,7.0,12.1,1.0,35.0,3.0,1.0,9.0,24.0,51.0,45.0,1015.6,3.0,1.0,11,10.3,0
23,0.0,1.4,6.2,7.5,37.96875,1.0,1.0,20.0,19.0,64.0,68.0,1031.9,3.0,6.0,6,3.5000000000000018,0
11,0.0,0.8,9.4,4.0,17.0,2.0,14.0,9.0,4.0,75.0,36.0,1028.3,0.0,1.0,7,17.0,0
26,0.0,3.0,5.3,5.0,20.0,4.0,5.0,2.0,9.0,100.0,67.0,1024.3,4.5,4.5,4,10.5,0
16,0.0,5.2,3.6,6.0,37.0,7.0,8.0,13.0,22.0,81.0,62.0,1022.7,4.5,4.5,3,6.6,0
4,0.0,3.0,8.0,10.0,35.0,10.0,15.0,28.0,15.0,62.0,39.0,1020.8,4.0,5.0,6,12.8,0
1,0.0,14.2,12.5,8.0,44.0,3.0,3.0,26.0,19.0,26.0,24.0,1008.9,0.0,0.0,2,13.099999999999998,0
2,0.0,3.2,8.4,9.0,33.0,5.0,7.0,11.0,17.0,62.0,44.0,1020.9,7.0,6.0,8,10.8,0
7,0.0,8.4,10.5,1.0,39.0,1.0,1.0,19.0,28.0,57.0,56.0,1014.7,2.0,1.0,11,8.2,0
19,0.2,3.4,9.5,1.0,26.0,14.0,1.0,13.0,20.0,64.0,57.0,1023.4,1.0,2.0,5,10.3,0
6,0.0,5.6,9.7,5.0,41.0,12.0,9.0,9.0,24.0,84.0,38.0,1018.0,1.0,1.0,4,15.100000000000001,0
19,0.6,1.4,4.0,8.0,48.0,12.0,9.0,26.0,22.0,73.0,51.0,1017.0,7.0,2.0,6,5.399999999999999,0
21,0.0,6.6,10.9,2.0,43.0,2.0,1.0,24.0,28.0,48.0,37.0,1012.4,1.0,1.0,6,8.699999999999996,0
6,0.0,2.2,10.0,9.0,22.0,0.0,15.0,9.0,13.0,76.0,35.0,1028.5,1.0,1.0,5,13.799999999999999,0
24,1.0,3.6,5.7,7.0,48.0,5.0,5.0,17.0,28.0,96.0,53.0,1020.5,8.0,7.0,3,6.199999999999999,0
2,1.2,12.8,0.7,9.0,57.0,15.0,9.0,19.0,30.0,66.0,27.0,1019.4,0.0,6.0,3,11.599999999999998,0
1,0.0,3.0,10.4,0.0,28.0,5.0,1.0,2.0,9.0,49.0,22.0,1025.2,0.0,0.0,6,16.4,0
11,0.0,8.8,4.9,7.0,35.0,9.0,5.0,9.0,9.0,50.0,28.0,1012.5,2.0,7.0,3,16.9,0
17,0.2,2.0,7.9,5.0,56.0,14.0,9.0,22.0,20.0,64.0,49.0,1009.7,4.0,2.0,5,3.6000000000000005,0
10,0.8,6.5,8.7,13.0,37.0,9.0,14.0,17.0,17.0,94.0,38.0,1007.7,8.0,1.0,3,9.5,0
27,0.0,6.4,0.9,6.0,41.0,6.0,6.0,15.0,28.0,71.0,58.0,1018.8,7.0,6.0,9,4.399999999999999,0
18,0.0,11.0,9.8,4.0,50.0,10.0,11.0,20.0,20.0,36.0,23.0,1027.5,5.0,4.0,10,17.1,0
14,0.0,3.0,9.1,11.0,63.0,11.0,11.0,31.0,39.0,77.0,63.0,1016.8,4.0,7.0,7,7.199999999999999,0
10,0.0,7.8,11.4,6.0,43.0,6.0,15.0,19.0,7.0,73.0,37.0,1015.3,6.0,4.0,2,11.499999999999998,0
23,0.0,6.2,11.7,7.5,37.96875,5.0,8.0,11.0,13.0,68.0,67.0,1016.4,5.0,2.0,11,4.5,0
20,0.0,2.8,8.1,15.0,52.0,15.0,15.0,15.0,19.0,67.0,36.0,1024.5,5.0,1.0,6,11.7,0
19,0.0,10.0,10.8,4.0,56.0,11.0,4.0,11.0,30.0,60.0,45.0,1013.4,0.0,1.0,1,9.2,0
11,0.0,11.8,13.2,5.0,43.0,6.0,5.0,17.0,17.0,50.0,38.0,1011.3,1.0,0.0,12,12.8,0
2,0.0,6.0,10.0,3.0,24.0,3.0,3.0,11.0,11.0,78.0,23.0,1020.3,0.0,0.0,3,15.600000000000001,0
28,0.0,4.0,10.5,4.0,24.0,14.0,4.0,11.0,17.0,45.0,45.0,1014.8,0.0,0.0,8,13.2,0
12,1.6,1.6,11.4,5.0,37.0,3.0,9.0,9.0,24.0,63.0,45.0,1014.9,4.5,4.5,2,10.0,0
18,0.0,8.6,11.7,10.0,37.0,2.0,10.0,9.0,20.0,53.0,23.0,1017.4,4.0,7.0,11,20.2,0
27,0.0,5.4,8.6,3.0,39.0,3.0,3.0,24.0,28.0,51.0,14.0,1015.2,1.0,4.5,9,8.2,0
6,0.0,0.4,0.3,13.0,24.0,15.0,5.0,7.0,7.0,100.0,78.0,1018.2,8.0,7.0,6,7.1,0
2,1.4,3.6,5.1,9.0,46.0,5.0,15.0,19.0,24.0,74.0,55.0,1006.7,4.0,7.0,9,6.1,0
19,0.0,2.8,9.6,3.0,26.0,5.0,0.0,9.0,15.0,82.0,58.0,1026.3,2.0,1.0,4,7.600000000000001,0
2,0.0,9.6,12.3,13.0,26.0,4.0,5.0,13.0,9.0,24.0,8.0,1017.2,3.0,1.0,11,18.799999999999997,0
6,0.0,5.4,10.8,13.0,26.0,1.0,14.0,6.0,9.0,80.0,31.0,1018.1,2.0,1.0,3,14.100000000000001,0
4,0.0,7.0,7.7,10.0,35.0,11.0,9.0,19.0,24.0,61.0,27.0,1015.1,7.0,6.0,8,8.399999999999999,0
11,0.0,9.0,12.7,5.0,46.0,8.0,7.0,19.0,24.0,44.0,46.0,1021.4,1.0,0.0,12,7.800000000000001,0
6,0.2,1.8,8.1,13.0,35.0,7.5,9.0,0.0,17.0,87.0,43.0,1019.7,5.0,1.0,5,10.7,0
0,0.0,8.0,11.0,4.0,31.0,4.0,10.0,15.0,7.0,41.0,21.0,1021.0,4.0,2.0,4,12.6,0
11,0.0,9.2,10.9,7.0,31.0,1.0,3.0,11.0,11.0,47.0,23.0,1024.2,0.0,1.0,3,12.900000000000002,0
11,0.0,2.2,10.9,9.0,22.0,10.0,14.0,7.0,9.0,66.0,34.0,1019.4,0.0,1.0,9,17.2,0
11,0.2,8.2,12.0,5.0,43.0,3.0,7.0,11.0,20.0,55.0,41.0,1019.0,2.0,1.0,2,9.600000000000001,0
21,0.0,9.0,10.9,0.0,31.0,0.0,12.0,19.0,19.0,56.0,54.0,1015.4,3.0,0.0,7,10.0,0
12,0.0,2.2,7.5,3.0,35.0,7.5,3.0,0.0,15.0,64.0,53.0,1030.7,4.5,4.5,9,8.600000000000001,0
27,0.0,7.0,8.7,3.0,41.0,8.0,2.0,17.0,26.0,55.0,55.0,1017.9,5.0,1.0,6,10.0,0
9,0.0,2.2,9.5,1.0,46.0,0.0,1.0,22.0,24.0,78.0,52.0,1021.8,1.0,1.0,5,10.1,0
9,0.0,7.4,11.8,0.0,57.0,1.0,11.0,31.0,7.0,54.0,28.0,1013.5,6.0,6.0,2,15.3,0
21,0.0,4.2,10.4,1.0,48.0,1.0,1.0,22.0,33.0,78.0,51.0,1011.8,7.0,3.0,5,6.300000000000001,0
28,0.0,6.8,9.7,7.0,35.0,6.0,4.0,11.0,24.0,76.0,63.0,1015.4,7.0,1.0,1,5.700000000000003,0
2,0.0,10.6,11.0,12.0,61.0,10.0,11.0,26.0,37.0,27.0,13.0,1008.6,4.0,4.0,11,19.999999999999996,0
16,0.2,2.4,6.3,12.0,26.0,10.0,13.0,9.0,9.0,79.0,48.0,1027.7,1.0,7.0,8,8.100000000000001,0
0,0.0,8.2,8.2,7.0,22.0,2.0,12.0,9.0,6.0,42.0,16.0,1024.4,7.0,7.0,4,15.599999999999998,0
6,0.0,1.4,7.4,0.0,22.0,1.0,1.0,11.0,11.0,84.0,48.0,1036.3,0.0,6.0,7,13.4,0
18,0.0,5.6,6.5,7.0,37.0,0.0,9.0,6.0,19.0,75.0,41.0,1017.9,7.0,2.0,3,10.999999999999998,0
5,0.0,6.922463768115942,11.0,3.0,43.0,3.0,3.0,28.0,13.0,60.0,30.0,1020.6,1.0,1.0,3,17.200000000000003,0
6,0.0,1.0,6.3,1.0,17.0,2.0,1.0,13.0,6.0,99.0,57.0,1031.4,6.0,1.0,6,13.2,0
2,0.0,8.0,10.6,11.0,63.0,11.0,12.0,30.0,35.0,30.0,8.0,1014.6,0.0,2.0,9,19.7,0
10,0.0,2.4,5.2,8.0,26.0,7.5,7.0,0.0,17.0,96.0,47.0,1032.0,7.0,4.5,6,9.899999999999999,0
4,0.0,4.0,6.2,15.0,26.0,1.0,12.0,11.0,13.0,62.0,22.0,1012.3,7.0,3.0,4,14.100000000000001,0
17,0.2,7.2,6.8,6.0,37.0,8.0,3.0,11.0,22.0,44.0,63.0,1016.7,4.5,4.5,1,2.9000000000000004,0
1,0.0,7.2,10.9,11.0,33.0,1.0,11.0,11.0,15.0,30.0,20.0,1016.5,3.0,2.0,4,17.4,0
27,1.4,5.4,10.4,3.0,50.0,6.0,3.0,24.0,30.0,68.0,50.0,1019.1,1.0,1.0,8,6.699999999999999,0
16,0.0,3.2,4.8,8.0,28.0,8.0,7.0,7.0,11.0,80.0,55.0,1024.0,7.0,2.0,4,7.4,0
23,0.0,4.4,11.2,7.5,37.96875,7.5,3.0,0.0,22.0,68.0,70.0,1024.2,6.0,1.0,3,4.0,0
11,0.0,5.2,12.3,5.0,44.0,6.0,7.0,13.0,20.0,62.0,46.0,1013.9,1.0,2.0,2,11.8,0
6,0.0,5.4,7.6,0.0,41.0,1.0,1.0,28.0,20.0,56.0,49.0,1017.8,7.0,7.0,10,9.6,0
27,0.0,6.6,9.1,3.0,46.0,8.0,3.0,20.0,30.0,54.0,55.0,1018.1,1.0,5.0,7,10.3,0
7,0.0,5.2,10.8,6.0,30.0,8.0,1.0,20.0,13.0,46.0,38.0,1020.1,1.0,1.0,5,9.999999999999998,0
13,0.0,2.2,1.4,15.0,33.0,14.0,9.0,11.0,17.0,93.0,71.0,1005.2,7.0,7.0,6,9.6,0
17,0.0,7.6,11.7,5.0,48.0,5.0,7.0,17.0,30.0,61.0,29.0,1011.2,6.0,2.0,1,5.199999999999999,0
6,0.0,0.8,7.8,5.0,24.0,7.5,15.0,0.0,11.0,80.0,53.0,1023.6,4.0,4.0,5,11.999999999999998,0
19,0.0,10.0,10.4,8.0,56.0,8.0,3.0,17.0,28.0,70.0,56.0,1012.4,3.0,2.0,12,5.900000000000002,0
7,0.0,6.8,10.3,1.0,35.0,7.0,1.0,15.0,26.0,56.0,58.0,1017.6,1.0,2.0,7,6.699999999999999,0
16,0.6,5.0,6.1,8.0,31.0,6.0,8.0,7.0,15.0,73.0,55.0,1019.2,7.0,4.0,2,3.8999999999999986,0
15,0.0,3.6,9.3,13.0,24.0,5.0,9.0,2.0,9.0,61.0,26.0,1020.3,1.0,2.0,8,17.200000000000003,0
14,0.0,1.0,7.2,11.0,30.0,11.0,4.0,9.0,2.0,86.0,55.0,1022.8,6.0,7.0,7,11.200000000000001,0
7,0.0,7.6,10.1,0.0,33.0,0.0,1.0,24.0,20.0,71.0,60.0,1017.1,7.0,3.0,10,5.300000000000001,0
15,0.2,5.6,7.9,0.0,30.0,1.0,1.0,11.0,13.0,64.0,58.0,1020.1,6.0,6.0,3,6.400000000000002,0
2,0.0,0.6,9.0,5.0,22.0,7.0,9.0,7.0,9.0,95.0,55.0,1024.7,1.0,2.0,6,12.400000000000002,0
22,0.2,3.0,10.6,13.0,37.0,15.0,5.0,24.0,20.0,57.0,33.0,1013.8,1.0,0.0,4,14.200000000000001,0
28,0.0,3.8,9.7,8.0,44.0,5.0,7.0,22.0,22.0,48.0,43.0,1023.5,1.0,3.0,7,7.199999999999999,0
26,0.2,2.4,0.7,12.0,20.0,7.5,11.0,0.0,7.0,100.0,73.0,1028.3,4.5,4.5,5,8.3,0
1,0.0,2.2,9.0,3.0,35.0,13.0,2.0,2.0,19.0,77.0,31.0,1025.9,1.0,2.0,6,16.0,0
20,0.0,4.0,11.0,1.0,31.0,15.0,0.0,11.0,24.0,75.0,57.0,1011.9,0.0,1.0,3,7.399999999999999,0
23,0.0,4.4,10.6,7.5,37.96875,14.0,14.0,13.0,7.0,65.0,56.0,1021.7,6.0,1.0,9,3.1999999999999993,0
17,0.8,2.4,5.3,2.0,26.0,7.0,3.0,9.0,13.0,84.0,61.0,1023.8,7.0,7.0,2,5.400000000000002,0
6,1.0,4.0,6.6,13.0,33.0,9.0,14.0,9.0,20.0,82.0,31.0,1018.8,7.0,3.0,3,8.799999999999997,0
9,0.0,9.6,10.6,9.0,39.0,13.0,5.0,13.0,26.0,68.0,59.0,1010.7,5.0,3.0,1,4.699999999999999,0
28,0.0,6.4,12.3,5.0,31.0,9.0,1.0,19.0,17.0,33.0,35.0,1015.2,0.0,0.0,10,13.599999999999998,0
23,0.0,3.6,9.4,7.5,37.96875,7.0,2.0,4.0,24.0,79.0,62.0,1024.9,1.0,1.0,3,7.6,0
6,0.0,4.0,5.2,5.0,35.0,13.0,9.0,17.0,15.0,77.0,55.0,1015.9,7.0,6.0,9,8.1,0
19,0.0,2.2,6.8,15.0,37.0,15.0,13.0,15.0,24.0,71.0,26.0,1018.1,7.0,3.0,8,12.000000000000002,0
29,0.2,3.4,9.7,2.0,24.0,11.0,6.0,11.0,13.0,70.0,39.0,1016.1,4.5,3.0,4,14.700000000000001,0
7,0.0,10.2,7.3,1.0,48.0,2.0,0.0,26.0,31.0,67.0,55.0,1012.7,4.0,6.0,12,5.199999999999999,0
6,0.0,10.0,9.3,13.0,48.0,0.0,13.0,11.0,22.0,44.0,21.0,1014.1,5.0,1.0,11,19.9,0
23,0.2,4.0,7.1,7.5,37.96875,12.0,12.0,15.0,6.0,62.0,54.0,1015.8,7.0,5.0,8,11.8,0
2,0.0,8.0,12.0,7.0,43.0,5.0,7.0,19.0,20.0,64.0,25.0,1024.1,0.0,1.0,10,13.0,0
6,0.0,1.2,9.4,1.0,33.0,2.0,1.0,7.0,22.0,66.0,52.0,1029.8,1.0,1.0,7,13.0,0
9,0.0,2.6,5.6,1.0,28.0,4.0,9.0,11.0,15.0,63.0,51.0,1025.0,5.0,7.0,6,10.399999999999999,0
8,0.6,3.8,10.5,12.0,31.0,14.0,12.0,6.0,24.0,57.0,38.0,1025.3,1.0,6.0,9,15.9,0
21,0.0,7.0,11.0,2.0,39.0,8.0,14.0,9.0,20.0,78.0,35.0,1014.1,1.0,1.0,8,11.900000000000002,0
20,0.0,3.0,4.3,13.0,52.0,13.0,14.0,9.0,17.0,87.0,44.0,1019.7,7.0,6.0,8,8.500000000000002,0
20,0.0,8.4,1.4,1.0,37.0,1.0,1.0,17.0,24.0,63.0,54.0,1009.7,7.0,7.0,1,4.100000000000001,0
18,0.0,1.8,10.1,7.0,31.0,1.0,7.0,7.0,19.0,75.0,56.0,1017.1,1.0,2.0,9,11.2,0
15,0.0,3.8,9.5,15.0,22.0,9.0,9.0,11.0,6.0,55.0,25.0,1017.5,0.0,0.0,7,14.0,0
1,0.0,7.2,11.0,3.0,37.0,2.0,3.0,2.0,20.0,72.0,36.0,1024.9,3.0,2.0,8,12.799999999999999,0
11,0.0,5.8,10.4,2.0,28.0,1.0,8.0,17.0,9.0,51.0,23.0,1023.1,5.0,6.0,4,14.2,0
10,0.0,5.0,1.7,4.0,35.0,4.0,4.0,17.0,20.0,48.0,41.0,1022.9,8.0,7.0,5,5.799999999999999,0
13,0.2,7.2,6.4,13.0,65.0,15.0,13.0,31.0,31.0,57.0,69.0,1010.4,6.0,5.0,3,7.100000000000001,0
7,0.0,11.4,10.9,1.0,44.0,2.0,1.0,24.0,30.0,57.0,43.0,1012.7,4.0,3.0,3,6.800000000000001,0
6,0.0,8.6,11.8,13.0,35.0,2.0,15.0,7.0,17.0,50.0,25.0,1015.8,3.0,6.0,1,17.6,0
6,0.0,5.2,9.1,0.0,46.0,0.0,1.0,26.0,20.0,48.0,37.0,1034.7,5.0,6.0,10,11.5,0
7,0.0,4.0,9.8,4.0,28.0,7.5,4.0,0.0,20.0,75.0,62.0,1015.7,1.0,2.0,6,10.3,0
15,0.4,6.8,12.9,1.0,26.0,5.0,1.0,2.0,13.0,64.0,56.0,1014.7,4.0,2.0,12,8.8,0
11,0.0,2.0,5.1,11.0,15.0,6.0,9.0,2.0,4.0,83.0,49.0,1020.6,6.0,7.0,5,12.9,0
16,1.2,3.0,5.0,8.0,35.0,5.0,8.0,15.0,26.0,73.0,58.0,1016.2,7.0,7.0,11,4.900000000000002,0
15,0.0,4.8,10.4,14.0,28.0,1.0,4.0,4.0,13.0,57.0,44.0,1013.4,1.0,2.0,9,14.099999999999998,0
19,0.0,5.0,10.2,5.0,30.0,14.0,12.0,13.0,7.0,53.0,34.0,1030.2,0.0,0.0,5,12.0,0
24,1.2,2.0,10.2,5.0,35.0,13.0,5.0,9.0,20.0,81.0,34.0,1022.4,5.0,6.0,3,12.2,0
15,0.0,8.6,12.3,0.0,20.0,15.0,1.0,4.0,7.0,59.0,40.0,1020.5,1.0,1.0,10,11.600000000000001,0
25,0.0,4.0,6.0,0.0,52.0,14.0,13.0,20.0,15.0,80.0,68.0,1015.4,7.0,2.0,9,4.799999999999999,0
24,1.0,8.0,10.0,9.0,50.0,7.0,7.0,31.0,35.0,82.0,47.0,1015.7,7.0,6.0,2,4.400000000000002,0
6,0.0,7.6,9.8,2.0,57.0,1.0,1.0,22.0,13.0,53.0,33.0,1016.7,2.0,4.0,1,13.200000000000003,0
26,0.2,0.4,4.3,14.0,20.0,12.0,12.0,4.0,9.0,99.0,77.0,1023.9,4.5,4.5,5,11.7,0
20,0.0,3.2,10.6,13.0,41.0,13.0,9.0,24.0,19.0,49.0,31.0,1022.5,1.0,2.0,8,11.5,0
16,0.0,2.0,8.7,11.0,17.0,10.0,10.0,9.0,6.0,86.0,46.0,1031.1,3.0,3.0,5,13.000000000000002,0
23,0.0,7.2,9.9,7.5,37.96875,9.0,9.0,6.0,24.0,85.0,82.0,1012.4,3.0,6.0,12,4.099999999999998,0
17,0.0,2.4,12.3,3.0,39.0,0.0,3.0,11.0,26.0,66.0,52.0,1020.3,4.0,1.0,1,8.799999999999999,0
