Location,MinTemp,MaxTemp,Rainfall,Evaporation,Sunshine,WindGustDir,WindGustSpeed,WindDir9am,WindDir3pm,WindSpeed9am,WindSpeed3pm,Humidity9am,Humidity3pm,Pressure9am,Pressure3pm,Cloud9am,Cloud3pm,Temp9am,Temp3pm,RainToday,Month,RainTomorrow
23,16.8,27.0,0.0,8.6,9.6,7,37.96875,5,2,7.0,31.0,55.0,67.0,1023.8,1020.1,1.0,1.0,22.4,23.0,0,3,No
17,7.3,19.0,0.0,4.0,12.5,3,39.0,12,3,9.0,26.0,58.0,53.0,1027.7,1024.8,3.0,1.0,13.3,16.8,0,10,No
28,17.4,27.3,0.0,6.8,13.0,10,31.0,14,4,9.0,17.0,61.0,64.0,1004.4,1001.7,1.0,1.0,24.7,26.5,0,1,No
4,22.5,37.6,0.0,13.6,10.3,11,46.0,10,10,31.0,7.0,42.0,23.0,1015.9,1010.8,2.0,7.0,26.7,34.6,0,12,No
13,5.7,18.7,0.2,2.2,9.8,15,31.0,15,13,19.0,9.0,79.0,55.0,1035.7,1032.8,3.0,5.0,13.1,17.2,0,4,No
5,5.9,21.8,0.0,6.922463768115942,6.2,5,30.0,5,5,2.0,20.0,85.0,54.0,1019.4,1017.3,3.0,6.0,11.5,20.3,0,5,No
13,6.1,20.1,1.2,0.2,9.3,4,30.0,6,1,4.0,13.0,80.0,60.0,1017.9,1015.5,3.0,4.0,12.5,19.0,1,7,No
7,19.7,26.1,0.0,6.6,3.7,1,33.0,3,1,19.0,24.0,63.0,56.0,1019.2,1016.0,7.0,6.0,22.5,25.7,0,6,No
2,17.9,34.6,0.0,9.4,13.0,6,28.0,8,8,13.0,9.0,69.0,36.0,1012.6,1010.8,3.0,1.0,21.0,32.8,0,1,No
26,1.1,25.5,0.0,3.6,7.5,12,33.0,1,10,11.0,7.0,88.0,32.0,1024.0,1019.8,4.5,4.5,12.1,23.7,0,11,No
9,19.1,37.7,0.0,5.8,10.2,1,41.0,4,13,17.0,20.0,33.0,22.0,1015.5,1013.0,1.0,3.0,28.7,34.4,0,4,No
22,4.6,21.1,0.0,3.8,10.3,15,35.0,15,14,22.0,17.0,53.0,32.0,1014.8,1011.3,0.0,1.0,13.5,20.8,0,8,No
5,9.6,20.2,0.0,6.922463768115942,3.8,5,50.0,10,5,11.0,24.0,92.0,75.0,1011.4,1011.1,8.0,5.0,14.6,18.5,0,6,No
19,15.5,26.7,1.4,8.2,8.1,4,48.0,8,2,20.0,19.0,76.0,63.0,1014.9,1012.0,3.0,8.0,17.7,19.6,1,9,No
11,19.8,29.7,0.0,6.6,9.8,0,35.0,0,2,13.0,15.0,65.0,48.0,1017.7,1015.0,3.0,3.0,22.8,28.5,0,3,No
19,10.5,19.5,0.0,3.4,10.0,13,33.0,15,8,15.0,17.0,65.0,66.0,1025.1,1022.0,1.0,1.0,15.8,18.6,0,5,No
0,9.9,24.3,0.0,4.0,9.5,4,30.0,4,10,20.0,13.0,50.0,23.0,1025.2,1022.0,1.0,0.0,15.9,24.0,0,5,No
20,12.1,21.7,0.0,3.6,9.4,1,44.0,15,0,9.0,30.0,59.0,55.0,1025.1,1021.2,6.0,2.0,17.2,20.8,0,10,No
14,9.2,17.2,0.0,5.0,7.6,8,48.0,5,8,13.0,26.0,72.0,41.0,1027.6,1026.8,7.0,1.0,11.4,16.4,0,3,No
14,8.5,30.3,0.0,4.0,9.2,7,46.0,0,7,7.0,17.0,68.0,63.0,1022.6,1019.2,3.0,7.0,17.1,23.0,0,10,No
14,12.9,21.3,0.0,5.4,8.1,9,56.0,12,9,19.0,39.0,51.0,54.0,1014.6,1014.5,1.0,3.0,17.1,20.2,0,5,No
29,13.4,28.7,0.0,5.4,13.7,1,39.0,1,7,13.0,15.0,78.0,40.0,1020.9,1019.4,1.0,4.5,16.9,27.9,0,2,No
18,9.5,23.5,0.0,6.2,10.9,7,31.0,9,11,6.0,7.0,67.0,29.0,1018.1,1014.3,5.0,7.0,12.1,22.4,0,11,No
1,1.3,18.2,0.0,2.0,9.6,1,35.0,11,2,2.0,13.0,68.0,33.0,1024.5,1021.1,2.0,0.0,9.5,17.6,0,6,No
6,3.0,23.7,0.0,3.4,8.4,11,31.0,0,14,13.0,17.0,58.0,17.0,1018.2,1013.7,6.0,6.0,12.5,23.3,0,9,No
12,8.2,25.3,0.0,9.2,11.9,15,31.0,7,13,0.0,11.0,50.0,20.0,1021.0,1017.7,4.5,4.5,14.3,24.4,0,10,No
11,15.3,25.1,0.0,5.2,4.3,5,37.0,8,7,13.0,19.0,77.0,63.0,1018.0,1016.0,7.0,7.0,21.3,23.9,0,4,No
10,4.9,16.3,0.0,3.0,3.8,7,28.0,9,9,11.0,19.0,92.0,67.0,1025.4,1023.3,5.0,8.0,11.2,15.7,0,4,No
23,7.6,19.0,0.0,2.4,7.6,7,37.96875,11,5,7.0,19.0,97.0,79.0,1012.7,1012.7,3.0,3.0,11.0,18.4,0,5,No
26,10.1,24.6,1.2,2.6,11.3,2,54.0,3,0,6.0,28.0,86.0,41.0,1028.6,1025.7,4.5,4.5,13.9,23.0,1,3,No
11,3.1,20.7,0.0,1.8,9.5,0,24.0,0,1,7.0,9.0,65.0,34.0,1030.4,1027.5,0.0,1.0,11.3,19.9,0,7,No
2,11.2,22.5,0.2,3.2,9.9,8,33.0,7,8,15.0,17.0,81.0,36.0,1027.4,1024.7,1.0,4.5,14.0,21.4,0,4,No
20,18.0,25.2,0.0,5.4,5.9,7,37.96875,13,0,11.0,15.0,78.0,57.0,1025.7,1022.4,7.0,2.0,19.7,24.5,0,3,No
12,11.0,27.1,0.0,6.4,13.8,9,28.0,10,5,11.0,15.0,49.0,32.0,1019.9,1016.6,4.5,4.5,17.6,26.0,0,12,No
20,8.4,16.6,0.0,6.2,10.8,9,56.0,9,9,26.0,22.0,43.0,26.0,1013.7,1011.9,1.0,1.0,10.7,15.4,0,8,No
27,25.4,33.6,0.0,6.6,8.0,8,35.0,6,4,17.0,19.0,68.0,64.0,1013.7,1009.3,5.0,4.0,28.2,31.5,0,3,No
23,16.5,21.0,0.0,4.0,3.6,7,37.96875,7,8,11.0,19.0,65.0,66.0,1024.5,1025.1,7.0,8.0,19.6,19.5,0,3,No
1,9.8,27.8,0.0,10.0,13.0,9,43.0,7,15,13.0,17.0,38.0,15.0,1013.6,1008.6,1.0,1.0,17.5,26.3,0,11,No
16,10.1,16.8,2.0,3.2,4.0,5,46.0,13,5,15.0,30.0,60.0,55.0,1013.3,1013.5,7.0,7.0,12.9,16.1,1,10,No
15,10.6,24.4,0.0,2.6,9.1,12,48.0,13,14,4.0,9.0,62.0,43.0,1021.7,1016.3,1.0,6.0,18.4,24.1,0,7,No
5,12.7,22.2,0.0,6.922463768115942,10.5,3,44.0,6,6,26.0,26.0,55.0,35.0,1024.0,1022.6,4.5,4.5,17.3,21.3,0,4,No
26,7.0,21.0,0.0,0.8,9.5,2,24.0,7,3,0.0,11.0,94.0,57.0,1025.2,1023.1,4.5,4.5,11.3,20.3,0,5,No
5,13.2,24.9,0.0,6.922463768115942,9.4,12,39.0,10,12,13.0,19.0,66.0,34.0,1021.0,1017.4,0.0,4.0,17.5,24.2,0,5,No
13,8.8,16.2,0.2,2.6,4.2,13,59.0,13,13,26.0,39.0,84.0,67.0,1012.6,1012.8,6.0,3.0,12.0,13.8,0,5,No
20,12.6,21.8,0.0,5.4,8.7,8,39.0,15,6,17.0,17.0,66.0,51.0,1025.0,1022.4,7.0,1.0,16.4,21.0,0,9,No
4,6.8,27.4,0.0,4.6,10.5,5,28.0,0,5,13.0,13.0,47.0,18.0,1023.0,1019.7,0.0,0.0,16.9,26.7,0,5,No
19,9.2,19.3,0.0,6.2,7.6,9,63.0,13,9,31.0,37.0,37.0,21.0,1016.7,1013.8,1.0,6.0,13.1,17.0,0,8,No
10,11.9,18.2,2.0,8.6,9.1,9,44.0,5,7,17.0,17.0,64.0,40.0,1012.5,1011.9,2.0,6.0,13.5,16.8,1,3,No
5,10.7,33.4,0.0,6.922463768115942,11.6,2,59.0,2,3,31.0,17.0,49.0,26.0,1015.1,1012.3,0.0,1.0,24.5,31.8,0,3,No
16,15.1,23.0,0.0,8.0,12.2,6,41.0,7,6,13.0,19.0,55.0,54.0,1018.3,1017.5,4.5,4.5,18.0,21.3,0,12,No
2,1.3,12.1,0.0,1.0,2.4,4,24.0,1,0,11.0,11.0,66.0,69.0,1026.0,1022.5,4.0,7.0,6.6,10.9,0,7,No
18,8.4,28.9,0.2,6.8,12.7,7,37.96875,4,12,9.0,11.0,69.0,27.0,1021.3,1017.7,1.0,1.0,15.8,27.1,0,12,No
9,16.3,35.2,0.0,5.0,9.1,5,33.0,11,13,9.0,19.0,57.0,47.0,1013.2,1012.5,3.0,7.0,25.4,31.3,0,2,No
21,18.8,31.0,0.0,6.6,11.3,3,35.0,3,1,24.0,13.0,49.0,32.0,1012.9,1009.6,1.0,1.0,22.7,30.5,0,4,No
28,3.7,18.8,0.0,2.2,6.8,12,35.0,13,11,7.0,19.0,69.0,47.0,1021.2,1018.2,6.0,6.0,12.8,16.8,0,7,No
19,15.3,24.8,0.0,8.0,9.3,4,44.0,13,4,9.0,31.0,52.0,41.0,1023.7,1020.6,1.0,7.0,20.7,23.8,0,10,No
13,11.6,24.3,0.0,5.0,10.3,0,46.0,1,0,11.0,35.0,93.0,53.0,1018.2,1015.8,7.0,3.0,16.6,23.8,0,2,No
21,24.0,31.8,0.0,6.8,4.5,2,35.0,0,0,19.0,17.0,58.0,45.0,1011.0,1008.7,7.0,7.0,26.9,30.8,0,5,No
5,11.9,29.3,0.0,6.922463768115942,11.0,6,44.0,6,7,13.0,9.0,52.0,24.0,1019.5,1017.5,2.0,0.0,18.2,27.6,0,3,No
2,4.0,20.0,0.0,2.2,8.5,7,26.0,11,15,9.0,9.0,83.0,39.0,1019.9,1016.0,4.0,1.0,10.0,19.7,0,5,No
14,4.5,13.9,0.0,1.6,6.6,11,33.0,11,12,20.0,15.0,71.0,57.0,1026.8,1023.5,7.0,7.0,7.7,13.1,0,6,No
19,12.0,28.5,0.0,6.4,11.7,10,57.0,14,4,13.0,35.0,26.0,23.0,1018.8,1012.2,1.0,1.0,19.9,26.7,0,10,No
6,0.2,12.9,0.0,1.2,8.5,1,15.0,2,1,7.0,9.0,86.0,70.0,1023.4,1019.1,1.0,6.0,4.8,12.1,0,7,No
1,19.1,34.2,0.0,12.0,11.7,2,46.0,2,0,22.0,24.0,48.0,21.0,1013.8,1010.9,1.0,7.0,26.8,31.9,0,3,No
6,14.9,28.4,0.0,6.6,1.4,5,48.0,1,13,6.0,20.0,66.0,39.0,1022.4,1022.6,7.0,7.0,19.5,26.5,0,10,No
27,25.5,35.8,0.0,6.4,10.6,10,26.0,13,15,9.0,9.0,56.0,72.0,1005.3,1002.6,7.0,7.0,32.7,31.0,0,12,No
1,5.7,22.9,0.0,5.0,10.0,2,46.0,0,0,13.0,20.0,58.0,27.0,1020.0,1016.0,5.0,2.0,14.9,21.9,0,4,No
14,18.1,34.1,0.0,7.6,7.1,7,39.0,7,2,11.0,11.0,75.0,46.0,1016.8,1012.5,7.0,7.0,20.8,31.7,0,2,No
24,7.7,16.7,0.0,1.4,7.6,7,31.0,7,8,22.0,20.0,80.0,66.0,1030.7,1028.5,7.0,3.0,12.4,15.4,0,8,No
6,2.3,19.5,0.0,0.6,6.4,0,17.0,0,3,11.0,4.0,95.0,50.0,1022.7,1020.9,8.0,2.0,6.5,18.8,0,4,No
5,11.0,31.4,0.0,6.922463768115942,13.3,9,35.0,7,9,7.0,22.0,57.0,41.0,1013.1,1011.4,4.5,4.5,23.6,28.1,0,12,No
10,5.8,17.6,0.0,2.4,1.1,11,33.0,11,11,9.0,22.0,47.0,39.0,1017.3,1010.7,7.0,8.0,13.6,16.8,0,8,No
13,8.0,20.1,0.0,0.8,1.9,9,50.0,12,9,17.0,26.0,56.0,79.0,1010.5,1013.6,5.0,8.0,18.4,13.3,0,4,No
8,2.3,9.3,2.0,1.4,7.8,5,46.0,15,9,20.0,20.0,53.0,36.0,1013.0,1015.4,1.0,6.0,5.2,8.2,1,6,No
29,16.4,22.3,0.0,7.4,11.6,3,44.0,3,3,24.0,28.0,81.0,59.0,1020.2,1020.8,8.0,2.0,17.6,21.7,0,1,No
23,15.0,19.5,2.0,3.4,5.7,7,37.96875,0,2,11.0,13.0,61.0,73.0,1024.9,1022.7,7.0,6.0,17.7,17.8,1,5,No
11,16.3,25.5,0.0,9.2,11.8,5,48.0,7,7,11.0,28.0,61.0,48.0,1011.1,1009.7,7.0,2.0,22.7,24.0,0,1,No
10,5.0,16.6,0.0,1.8,6.2,10,31.0,4,10,13.0,17.0,55.0,39.0,1018.6,1015.4,7.0,5.0,10.1,16.0,0,6,No
4,10.6,24.9,0.0,3.6,9.1,9,33.0,0,5,11.0,24.0,56.0,26.0,1027.3,1023.6,3.0,4.0,16.8,24.3,0,5,No
16,6.6,15.3,0.8,3.0,8.9,11,57.0,11,11,15.0,35.0,59.0,46.0,1023.5,1020.2,6.0,7.0,9.4,14.1,0,8,No
1,8.3,24.6,0.0,2.8,10.1,0,28.0,7,3,0.0,13.0,77.0,40.0,1020.1,1016.2,0.0,1.0,15.0,24.0,0,6,No
12,15.5,32.1,0.0,6.8,10.4,9,31.0,10,9,9.0,17.0,38.0,14.0,1013.2,1011.7,4.5,4.5,22.0,31.3,0,1,No
26,0.6,14.6,0.0,2.8,6.0,11,26.0,7,10,0.0,11.0,99.0,65.0,1031.2,1027.9,4.5,4.5,3.2,14.2,0,7,No
2,8.0,15.3,0.0,1.0,0.7,1,43.0,4,12,17.0,13.0,85.0,65.0,1023.0,1020.2,7.0,8.0,10.6,14.5,0,6,No
23,13.0,17.8,0.0,3.6,4.9,7,37.96875,5,5,13.0,19.0,73.0,63.0,1015.3,1016.3,3.0,5.0,16.0,17.0,0,12,No
17,3.9,11.0,1.2,3.0,7.4,15,44.0,14,12,13.0,22.0,63.0,48.0,1011.0,1010.9,4.5,4.5,6.3,10.4,1,6,No
16,13.8,24.0,0.0,2.4,7.7,8,31.0,13,6,11.0,19.0,79.0,45.0,1020.8,1019.2,7.0,4.0,17.1,23.9,0,4,No
25,17.5,24.3,0.0,3.6,9.0,4,28.0,1,4,11.0,17.0,71.0,68.0,1017.8,1015.2,3.0,4.5,22.0,21.9,0,4,No
22,16.8,34.1,1.2,8.0,10.9,5,59.0,15,11,7.0,11.0,74.0,43.0,1015.3,1010.3,1.0,6.0,24.1,33.2,1,11,No
21,21.2,31.9,0.0,6.4,10.3,14,30.0,8,14,13.0,20.0,83.0,54.0,1013.4,1009.7,7.0,2.0,24.8,30.7,0,8,No
13,6.0,21.7,0.0,1.8,5.0,9,48.0,14,9,17.0,28.0,50.0,63.0,1022.3,1024.0,6.0,7.0,18.2,15.0,0,5,No
8,7.5,26.8,0.0,4.6,12.4,1,43.0,5,10,6.0,9.0,61.0,19.0,1023.9,1020.7,0.0,1.0,17.9,25.9,0,11,No
17,10.0,19.9,0.0,7.8,11.7,14,35.0,0,2,13.0,15.0,37.0,38.0,1015.9,1015.3,3.0,2.0,14.1,18.5,0,12,No
27,20.0,25.7,0.0,5.6,0.6,3,52.0,8,3,17.0,31.0,71.0,60.0,1019.1,1015.9,7.0,7.0,22.1,23.8,0,7,No
24,14.2,29.6,0.0,3.0,10.3,2,48.0,2,3,31.0,24.0,66.0,37.0,1016.6,1013.7,7.0,4.0,19.1,27.7,0,1,No
18,14.6,20.3,0.0,7.0,0.0,7,30.0,7,5,9.0,13.0,90.0,71.0,1017.7,1016.0,8.0,8.0,15.7,19.8,0,1,No
14,8.4,15.0,0.6,4.6,1.6,7,35.0,8,6,24.0,22.0,79.0,60.0,1019.0,1019.1,7.0,7.0,10.8,14.5,0,11,No
4,0.8,22.5,0.0,6.4,10.3,10,44.0,1,4,20.0,26.0,34.0,16.0,1023.5,1017.1,0.0,2.0,11.9,21.3,0,8,No
15,14.3,24.9,0.0,4.0,9.6,5,19.0,5,13,7.0,6.0,53.0,43.0,1020.4,1016.5,6.0,6.0,19.6,23.3,0,5,No
7,16.4,28.7,0.0,8.4,11.1,4,31.0,4,4,11.0,17.0,54.0,48.0,1017.2,1013.7,2.0,0.0,25.5,26.5,0,9,No
21,18.6,30.6,0.0,7.6,10.5,1,33.0,0,9,17.0,20.0,58.0,39.0,1016.2,1012.3,2.0,0.0,22.8,29.3,0,6,No
25,14.6,20.3,0.0,7.6,12.6,9,35.0,6,9,15.0,17.0,48.0,52.0,1016.4,1014.2,1.0,1.0,19.1,19.4,0,11,No
28,17.6,26.5,0.0,5.0,9.4,6,30.0,9,6,15.0,22.0,77.0,63.0,1021.7,1022.2,4.0,2.0,23.0,26.0,0,2,No
12,21.0,34.6,0.0,7.4,4.3,0,28.0,8,13,7.0,15.0,52.0,23.0,1013.0,1010.3,4.5,4.5,23.7,34.1,0,2,No
3,15.3,28.6,0.0,4.2,8.5,4,26.0,4,4,17.0,9.0,61.0,32.0,1021.3,1018.2,4.0,6.0,21.1,27.9,0,4,No
5,6.5,22.1,0.0,6.922463768115942,10.6,5,31.0,6,5,7.0,20.0,60.0,48.0,1020.5,1017.8,6.0,5.0,17.1,21.2,0,10,No
24,6.3,23.5,0.0,4.4,13.6,2,41.0,0,0,30.0,17.0,52.0,30.0,1023.1,1018.6,1.0,1.0,14.9,21.9,0,12,No
19,12.7,17.8,0.0,4.0,5.0,5,59.0,9,5,33.0,30.0,52.0,49.0,1010.0,1009.9,4.0,7.0,14.3,17.4,0,6,No
23,17.0,20.2,0.0,7.0,8.3,7,37.96875,3,2,19.0,15.0,66.0,59.0,1019.5,1017.9,5.0,4.0,19.1,19.0,0,12,No
18,9.3,30.6,0.0,8.0,13.3,5,39.0,4,8,4.0,9.0,62.0,18.0,1018.3,1016.3,0.0,0.0,15.1,28.6,0,1,No
7,17.2,27.8,0.0,6.922463768115942,7.2,1,37.0,3,1,17.0,26.0,67.0,64.0,1017.3,1014.2,3.0,5.0,23.3,24.9,0,8,No
20,21.5,27.9,0.0,6.6,7.4,7,26.0,8,0,7.0,13.0,79.0,63.0,1013.4,1010.2,5.0,3.0,23.7,26.9,0,3,No
2,15.4,35.2,0.0,8.4,8.9,12,33.0,6,11,7.0,19.0,54.0,12.0,1018.0,1014.9,7.0,6.0,17.3,34.5,0,3,No
21,24.3,34.8,0.0,6.6,11.0,0,33.0,1,1,15.0,13.0,60.0,27.0,1011.2,1008.0,1.0,1.0,28.8,34.2,0,5,No
24,10.0,15.0,0.0,2.4,1.5,9,35.0,13,7,9.0,15.0,72.0,65.0,1023.8,1023.6,5.0,7.0,12.8,14.0,0,10,No
9,9.4,18.8,0.0,2.8,9.0,0,48.0,0,1,30.0,22.0,74.0,47.0,1031.6,1028.5,1.0,1.0,12.8,18.6,0,6,No
0,18.0,35.6,0.0,13.2,13.5,3,43.0,2,5,24.0,7.0,36.0,11.0,1018.7,1015.5,0.0,0.0,24.1,33.7,0,12,No
27,18.9,25.0,0.0,6.4,8.4,8,46.0,6,3,28.0,30.0,62.0,52.0,1016.3,1013.9,4.0,2.0,20.4,23.3,0,7,No
17,11.2,22.9,0.0,2.6,8.7,12,39.0,12,2,17.0,19.0,65.0,63.0,1022.3,1021.2,4.5,4.5,16.2,18.9,0,4,No
4,16.8,31.3,0.0,6.8,10.5,10,33.0,10,13,24.0,13.0,54.0,33.0,1018.0,1014.5,4.0,6.0,22.9,31.2,0,4,No
19,21.2,30.2,0.0,1.2,7.6,10,44.0,13,1,7.0,28.0,76.0,56.0,1016.8,1013.1,6.0,1.0,23.4,28.5,0,3,No
8,-0.2,15.5,0.0,1.4,9.0,4,28.0,11,2,4.0,11.0,86.0,42.0,1027.6,1027.0,1.0,1.0,4.9,14.5,0,6,No
4,1.3,13.9,0.0,4.4,9.8,9,46.0,7,5,17.0,35.0,75.0,43.0,1023.6,1020.5,1.0,1.0,9.2,13.2,0,8,No
1,2.7,21.8,0.0,5.2,11.0,6,43.0,15,6,4.0,17.0,33.0,17.0,1025.6,1021.2,0.0,0.0,12.7,21.1,0,8,No
23,18.4,24.1,2.0,8.2,11.4,7,37.96875,8,5,4.0,28.0,79.0,65.0,1011.3,1009.4,5.0,1.0,22.9,22.6,1,1,No
21,20.7,30.5,0.0,6.6,11.0,0,31.0,2,9,24.0,9.0,52.0,46.0,1014.0,1010.7,5.0,5.0,23.2,29.5,0,6,No
29,12.5,28.9,0.4,8.6,12.5,0,30.0,1,0,19.0,19.0,81.0,47.0,1013.6,1012.7,1.0,4.5,20.2,25.3,0,1,No
9,4.1,20.9,0.0,2.6,6.3,9,26.0,11,8,7.0,17.0,61.0,35.0,1019.6,1017.9,7.0,8.0,13.6,19.0,0,8,No
11,8.2,17.6,0.0,3.0,9.4,4,35.0,0,4,11.0,17.0,76.0,54.0,1030.7,1027.1,2.0,1.0,12.8,17.1,0,7,No
2,6.6,14.4,0.4,3.6,7.3,7,31.0,7,8,13.0,15.0,92.0,35.0,1025.0,1025.8,6.0,4.0,8.8,12.6,0,7,No
11,12.3,21.6,0.2,2.6,9.7,5,28.0,10,9,15.0,15.0,70.0,54.0,1024.4,1021.4,2.0,2.0,17.6,20.4,0,9,No
14,4.9,19.6,0.0,3.4,9.1,11,61.0,11,10,26.0,33.0,63.0,52.0,1029.2,1024.9,1.0,6.0,12.8,18.1,0,8,No
13,11.4,23.7,0.0,6.2,8.5,2,39.0,1,0,11.0,24.0,74.0,55.0,1024.1,1020.9,8.0,4.0,17.6,22.8,0,12,No
14,7.7,18.7,0.2,4.0,13.7,7,43.0,6,8,24.0,24.0,56.0,52.0,1025.7,1022.3,3.0,1.0,13.6,18.4,0,12,No
2,12.5,26.7,0.0,8.0,5.1,7,28.0,7,9,11.0,9.0,80.0,46.0,1015.3,1013.3,7.0,7.0,14.4,21.9,0,3,No
25,16.1,20.9,0.2,6.6,9.1,5,44.0,5,6,20.0,13.0,56.0,66.0,1021.0,1020.5,5.0,5.0,19.4,18.6,0,5,No
19,23.6,27.4,0.0,10.6,1.9,4,48.0,4,4,28.0,33.0,74.0,79.0,1015.0,1013.9,7.0,7.0,25.1,24.7,0,1,No
9,24.5,37.2,0.0,11.4,10.9,1,44.0,1,11,28.0,9.0,51.0,36.0,1010.6,1006.3,6.0,3.0,28.0,35.3,0,1,No
27,17.4,29.7,0.0,6.8,11.0,0,30.0,6,2,9.0,13.0,62.0,48.0,1012.8,1009.8,3.0,5.0,25.3,29.4,0,4,No
14,5.5,13.9,0.0,2.8,3.8,12,44.0,11,14,26.0,13.0,72.0,58.0,1017.8,1015.5,7.0,7.0,8.1,12.2,0,6,No
10,12.1,17.0,0.8,1.8,3.0,13,37.0,9,13,6.0,20.0,95.0,76.0,1015.1,1013.3,8.0,7.0,12.4,15.1,0,10,No
5,16.0,28.5,0.0,6.922463768115942,10.8,7,50.0,8,5,20.0,28.0,40.0,35.0,1013.5,1012.2,4.5,4.5,23.2,27.3,0,3,No
11,18.7,29.5,0.0,8.6,11.1,5,33.0,6,5,13.0,20.0,55.0,49.0,1015.9,1013.1,1.0,1.0,23.2,27.6,0,3,No
7,15.5,26.4,0.0,6.0,9.8,1,43.0,6,1,13.0,26.0,71.0,53.0,1017.6,1014.2,2.0,1.0,20.9,25.0,0,8,No
24,6.2,24.6,0.2,5.4,13.4,8,43.0,3,8,28.0,28.0,49.0,37.0,1023.6,1019.7,5.0,1.0,16.8,22.9,0,12,No
17,10.8,18.0,0.0,6.2,9.8,3,33.0,0,3,11.0,24.0,59.0,60.0,1023.5,1023.6,4.5,4.5,15.9,17.1,0,12,No
20,11.3,23.0,0.0,5.2,10.2,13,31.0,13,2,19.0,15.0,59.0,44.0,1017.7,1013.8,1.0,1.0,14.7,19.6,0,5,No
15,12.6,24.4,0.0,5.6,10.1,0,33.0,6,2,9.0,15.0,52.0,47.0,1026.5,1023.9,5.0,4.0,20.8,22.6,0,9,No
25,14.9,18.0,0.2,3.0,6.4,3,50.0,8,3,26.0,28.0,70.0,50.0,1023.8,1022.5,7.0,1.0,15.3,16.8,0,7,No
26,8.8,15.1,0.4,0.8,1.0,9,37.0,14,9,13.0,15.0,100.0,78.0,1021.1,1019.5,4.5,4.5,11.6,13.9,0,9,No
15,22.1,30.8,0.0,9.0,9.0,1,31.0,0,2,17.0,17.0,55.0,47.0,1014.4,1012.5,4.0,2.0,28.3,29.7,0,2,No
15,12.4,22.6,0.0,5.8,3.1,4,19.0,9,1,2.0,6.0,57.0,54.0,1020.0,1016.5,7.0,7.0,20.0,21.1,0,9,No
6,17.6,26.8,0.0,8.0,10.5,9,52.0,5,5,30.0,30.0,49.0,18.0,1012.9,1014.2,2.0,0.0,21.0,25.5,0,3,No
9,6.0,22.0,0.0,2.2,9.4,1,35.0,1,1,26.0,19.0,61.0,40.0,1025.8,1021.4,0.0,0.0,14.0,21.5,0,5,No
5,1.2,17.2,0.0,6.922463768115942,8.3,2,35.0,7,2,0.0,20.0,93.0,45.0,1031.0,1028.7,0.0,4.0,7.2,16.7,0,6,No
22,4.4,20.5,0.0,1.0,9.5,14,26.0,14,10,13.0,13.0,79.0,48.0,1027.8,1024.2,1.0,1.0,10.3,20.2,0,6,No
7,16.7,29.4,0.0,6.6,11.1,4,35.0,0,1,17.0,24.0,56.0,48.0,1015.5,1011.1,3.0,1.0,26.4,27.5,0,9,No
12,9.1,17.6,0.0,6.922463768115942,8.1,8,37.0,7,7,7.0,19.0,81.0,48.0,1029.0,1027.2,4.5,4.5,12.3,16.7,0,9,No
24,11.8,18.5,0.2,5.6,5.5,9,54.0,14,13,9.0,31.0,75.0,52.0,1019.1,1018.1,7.0,7.0,14.3,17.0,0,4,No
10,7.9,23.9,0.0,4.0,4.9,4,35.0,1,4,13.0,17.0,40.0,26.0,1021.4,1018.6,7.0,7.0,18.2,22.4,0,4,No
8,0.1,16.7,0.0,3.8,10.2,15,28.0,2,10,2.0,13.0,69.0,44.0,1027.0,1024.8,1.0,4.0,9.0,14.9,0,9,No
29,15.0,23.0,0.0,6.4,12.9,8,31.0,2,2,15.0,15.0,67.0,52.0,1022.5,1019.9,8.0,4.5,17.8,22.1,0,2,No
6,3.7,16.6,0.0,0.4,5.6,5,24.0,7,9,0.0,17.0,99.0,65.0,1028.6,1025.9,8.0,5.0,6.9,15.9,0,6,No
13,4.8,20.3,0.0,2.6,9.5,13,52.0,14,13,11.0,35.0,79.0,48.0,1020.5,1015.6,2.0,5.0,12.8,19.0,0,4,No
29,12.4,18.1,1.6,4.2,3.0,5,37.0,7,8,9.0,20.0,72.0,93.0,1012.2,1014.1,7.0,7.0,13.7,15.4,1,2,No
4,10.1,29.5,0.0,4.0,9.1,12,46.0,10,12,24.0,26.0,50.0,18.0,1014.5,1007.8,1.0,7.0,17.6,29.3,0,8,No
11,13.3,28.0,0.0,12.6,13.1,5,39.0,6,5,15.0,19.0,49.0,41.0,1018.2,1015.0,0.0,0.0,19.4,25.3,0,12,No
26,18.3,37.3,0.0,9.6,13.1,11,37.0,10,1,22.0,13.0,41.0,22.0,1016.6,1014.3,4.5,4.5,26.8,36.4,0,1,No
15,11.8,21.3,0.0,2.6,2.1,1,13.0,7,4,4.0,6.0,87.0,73.0,1022.2,1017.5,7.0,6.0,15.4,20.5,0,7,No
20,12.2,22.5,0.0,6.6,10.3,13,52.0,14,13,11.0,30.0,56.0,34.0,1014.3,1010.2,0.0,1.0,16.2,21.9,0,5,No
16,17.7,30.7,0.0,3.0,11.5,10,46.0,10,11,11.0,22.0,77.0,49.0,1017.1,1015.2,4.5,4.5,20.9,29.1,0,3,No
21,17.2,31.8,0.0,6.2,10.9,1,39.0,7,15,0.0,22.0,72.0,29.0,1014.0,1010.3,0.0,0.0,24.9,30.3,0,8,No
