Education,Marital_Status,Income,MntWines,MntFruits,MntMeatProducts,MntFishProducts,MntSweetProducts,MntGoldProds,NumDealsPurchases,NumWebPurchases,NumCatalogPurchases,NumStorePurchases,NumWebVisitsMonth,Complain,Age,Total_Promotions,Children_Number,Total_Spent,Total_Purchases
1,1,40321.0,44,4,21,6,0,27,2,3,0,3,7,0,50,0,2,102,6
1,0,66503.0,91,64,128,65,3,50,2,4,3,6,3,0,37,0,1,401,13
1,1,30833.0,11,0,7,3,1,6,2,1,0,3,5,0,71,0,2,28,4
1,0,51381.5,738,20,172,52,50,20,6,2,3,10,7,0,52,2,3,1052,15
1,1,64795.0,412,5,119,38,29,77,3,3,3,12,2,0,51,0,1,680,18
1,1,34421.0,3,3,7,6,2,9,1,1,0,2,7,0,48,0,1,30,3
2,0,47025.0,16,0,3,0,0,1,1,1,0,2,7,0,57,0,2,20,3
2,0,64325.0,731,60,353,78,12,73,5,10,3,5,7,0,61,0,1,1307,18
1,0,40464.0,424,17,118,7,23,41,6,8,2,8,8,0,69,0,1,630,18
1,1,62187.0,792,0,275,45,45,126,1,4,8,5,3,0,65,0,0,1283,17
2,0,14849.0,21,2,28,3,2,9,3,2,0,4,8,0,46,0,1,65,6
1,1,27255.0,22,1,11,0,1,2,1,1,0,3,7,0,38,0,1,37,4
2,1,54432.0,33,0,5,0,0,0,1,1,0,3,4,0,72,0,3,38,4
2,0,29999.0,68,7,59,10,5,11,4,3,1,4,8,0,36,0,1,160,8
1,0,24072.0,9,1,6,3,0,4,1,1,0,2,8,0,39,0,1,23,3
2,0,33996.0,40,2,15,8,0,6,1,1,1,3,4,0,33,0,0,71,5
2,1,66334.0,909,11,218,0,0,23,2,9,3,5,5,0,66,0,1,1161,17
2,1,35178.0,23,1,13,2,2,18,1,1,1,2,7,0,51,1,1,59,4
1,1,22010.0,11,2,9,3,0,8,2,2,0,3,8,0,39,0,1,33,5
1,0,62204.0,317,46,247,151,46,139,1,4,5,12,3,0,62,0,2,946,21
1,0,75693.0,797,153,293,72,97,30,1,11,4,6,4,0,54,3,0,1442,21
1,1,30675.0,10,2,16,11,2,21,1,1,0,3,8,0,50,0,1,62,4
1,1,83003.0,856,61,570,40,25,122,1,7,6,8,3,0,57,1,0,1674,21
2,1,83532.0,755,144,562,104,64,224,1,4,6,4,1,0,123,1,0,1853,14
1,0,68655.0,456,19,832,75,118,38,1,4,5,11,3,0,34,0,0,1538,20
1,0,41411.0,37,32,38,11,3,18,1,2,1,4,6,0,36,0,0,139,7
2,1,55212.0,1103,0,45,0,0,34,3,4,2,11,8,0,53,2,1,1182,17
2,1,59292.0,378,14,68,19,14,14,2,3,5,8,3,0,72,0,1,507,16
0,1,27190.0,1,6,7,0,1,3,1,1,0,2,8,0,49,1,1,18,3
1,0,82623.0,204,34,204,172,153,173,1,2,9,4,1,0,70,0,0,940,15
1,1,44300.0,30,0,9,0,0,3,2,1,0,3,6,0,57,0,2,42,4
1,0,84835.0,189,104,379,111,189,218,1,4,4,6,1,0,52,0,0,1190,14
1,0,30372.0,15,0,12,7,3,7,3,2,0,3,7,0,51,0,2,44,5
2,1,33181.0,9,0,3,0,0,4,1,1,0,2,6,0,46,1,1,16,3
1,1,71113.0,495,33,255,11,33,8,4,6,7,9,4,0,65,0,1,835,22
1,1,71952.0,656,80,455,52,107,93,2,8,4,8,4,0,36,2,1,1443,20
2,0,69759.0,452,20,514,13,30,0,3,4,6,5,3,0,56,0,0,1029,15
1,1,72099.0,546,91,410,119,0,22,1,3,4,10,1,0,48,0,0,1188,17
2,0,60000.0,1048,0,217,0,0,12,5,11,3,5,6,0,46,0,1,1277,19
1,0,38643.0,22,2,14,0,1,10,2,2,0,3,7,1,44,0,2,49,5
1,1,50737.0,78,0,11,0,0,10,1,2,0,4,6,0,67,1,1,99,6
2,1,68462.0,561,64,785,84,128,48,1,3,3,8,1,0,53,0,0,1670,14
2,1,65073.0,629,17,177,69,0,8,1,5,3,5,2,1,79,0,0,900,13
2,1,46681.0,269,15,69,15,19,38,2,4,6,4,5,0,74,0,2,425,14
1,1,78618.0,736,163,818,212,163,61,1,4,7,10,2,0,65,1,0,2153,21
2,0,62187.0,512,0,83,0,0,41,3,6,2,10,4,0,53,0,1,636,18
1,1,28442.0,19,3,10,11,8,6,3,2,1,4,4,0,44,0,2,57,7
2,1,37717.0,9,0,6,4,1,5,1,1,0,2,9,0,44,0,1,25,3
1,1,51479.0,247,8,160,6,8,65,7,6,3,6,7,0,55,0,2,494,15
1,0,54803.0,404,0,92,28,27,142,2,6,2,9,4,0,53,0,1,693,17
1,1,79530.0,333,0,815,129,42,29,1,4,10,11,2,0,62,0,0,1348,25
1,0,31615.0,2,3,20,6,11,9,2,2,0,3,7,0,46,0,1,51,5
1,1,72025.0,833,33,549,151,133,233,1,4,3,8,3,0,60,0,0,1932,15
2,0,52614.0,789,0,142,12,9,38,2,2,4,8,8,0,47,0,1,990,14
0,1,35684.0,10,4,7,0,6,3,1,1,0,3,6,0,38,0,1,30,4
1,1,48178.0,159,4,45,6,2,38,6,5,1,4,8,0,47,0,2,254,10
2,0,29548.0,7,1,6,3,1,11,1,1,1,2,4,0,52,1,1,29,4
1,0,63810.0,977,12,253,16,12,101,4,4,3,12,8,0,56,1,1,1371,19
2,0,38578.0,38,4,22,3,3,3,3,3,0,3,8,0,50,0,2,73,6
2,0,46098.0,57,0,27,0,0,36,4,3,2,2,8,0,47,0,2,120,7
1,0,22585.0,3,9,15,13,2,39,1,1,1,2,9,0,52,1,0,81,4
1,0,30279.0,10,4,14,4,4,1,1,1,0,3,8,0,33,0,1,37,4
2,1,66426.0,1043,24,97,32,24,157,2,3,5,10,6,0,61,0,1,1377,18
1,0,30822.0,3,9,13,2,12,12,1,1,0,3,7,0,53,0,1,51,4
2,1,33581.0,11,0,5,0,0,1,1,1,0,2,8,0,53,0,2,17,3
1,1,19986.0,3,6,5,0,2,6,1,0,0,3,7,0,37,0,1,22,3
1,0,27421.0,43,12,96,78,40,55,3,4,1,6,7,0,68,0,0,324,11
0,1,35688.0,73,3,90,12,1,32,7,4,1,4,8,0,49,0,3,211,9
2,0,36143.0,12,0,1,0,0,6,1,0,1,2,3,0,41,0,1,19,3
1,0,10245.0,4,7,7,6,4,13,3,1,2,2,5,0,51,0,1,41,5
2,1,43795.0,314,11,53,4,3,107,3,7,3,4,7,0,54,1,1,492,14
1,1,63381.0,571,50,142,33,50,159,4,4,5,13,2,0,62,0,1,1005,22
1,1,38823.0,70,0,11,2,8,23,1,2,1,3,6,0,73,0,1,114,6
2,0,83664.0,866,21,151,28,21,86,3,2,2,12,5,0,54,0,2,1173,16
1,1,90300.0,594,134,786,33,134,57,0,5,6,8,1,0,43,1,0,1738,19
2,1,62499.0,140,4,61,0,13,4,2,3,1,6,4,0,43,0,1,222,10
1,0,74293.0,375,152,335,93,91,81,1,5,4,6,2,0,29,0,0,1127,15
2,1,51012.0,102,9,63,2,9,24,1,4,1,4,6,0,76,0,0,209,9
2,1,70777.0,554,35,113,0,7,78,3,5,3,12,3,0,54,0,1,787,20
2,1,68682.0,919,0,505,99,30,45,1,4,9,10,2,0,31,0,0,1598,23
1,1,43824.0,96,1,42,12,3,32,4,3,1,4,8,0,51,0,2,186,8
1,1,15345.0,5,2,16,3,2,19,2,1,1,2,8,0,38,0,1,47,4
1,0,23442.0,2,0,6,8,6,5,1,1,0,3,7,0,35,0,1,27,4
0,1,14515.0,6,4,9,6,36,35,4,2,2,3,7,0,42,0,1,96,7
0,0,31395.0,23,1,25,0,8,7,4,2,1,3,6,0,66,0,2,64,6
1,1,75276.0,610,105,125,137,42,21,1,9,4,9,5,0,57,0,0,1040,22
1,0,42373.0,67,5,61,3,8,19,5,2,1,5,5,0,48,0,2,163,8
1,1,30507.0,65,36,74,38,20,110,1,5,1,4,7,0,62,0,0,343,10
2,0,55521.0,416,0,26,0,0,4,9,6,3,6,7,0,67,1,3,446,15
1,1,48006.0,23,0,11,3,2,2,1,1,0,3,6,0,57,0,2,41,4
2,0,27213.0,19,3,26,10,9,3,3,2,0,4,8,0,50,0,1,70,6
2,0,65808.0,155,7,80,13,7,10,3,5,1,5,6,0,51,0,2,272,11
2,1,30351.0,14,0,24,3,3,2,1,3,0,2,9,0,48,0,1,46,5
1,1,50437.0,370,9,92,6,9,4,3,7,1,8,7,0,59,0,2,490,16
0,0,23616.0,4,22,11,3,7,32,2,3,0,3,8,0,40,0,1,79,6
1,1,53858.0,407,53,221,58,150,26,4,4,3,6,4,0,46,0,1,915,13
2,1,66465.0,1200,0,204,38,29,14,3,11,9,12,6,0,67,1,1,1485,32
1,0,46923.0,85,44,54,102,78,6,3,5,1,7,7,0,35,0,1,369,13
1,1,75072.0,583,34,309,0,22,125,2,5,4,8,3,0,60,0,1,1073,17
2,1,75865.0,483,0,591,156,0,12,1,3,5,10,1,0,79,0,0,1242,18
0,1,19789.0,2,5,9,28,6,28,3,2,1,3,5,0,47,1,1,78,6
1,1,80134.0,966,26,282,52,26,26,1,2,7,11,5,0,28,4,0,1378,20
1,0,91065.0,822,114,108,179,137,114,1,7,9,9,3,0,41,2,0,1474,25
2,1,49505.0,604,0,100,19,0,28,9,10,2,8,8,0,51,0,2,751,20
2,1,37401.0,19,3,19,3,1,3,2,2,0,3,7,0,49,0,1,48,5
1,1,30096.0,5,3,11,12,5,9,1,2,0,3,6,0,39,0,1,45,5
2,1,18492.0,2,2,2,2,1,1,1,1,0,2,8,0,40,0,1,10,3
2,1,82584.0,1076,68,103,29,91,68,1,3,4,8,1,0,48,2,0,1435,15
2,1,93027.0,1285,42,716,55,0,21,0,7,10,5,2,0,81,1,0,2119,22
1,1,48686.0,10,0,7,2,0,1,1,1,0,2,8,0,69,0,3,20,3
1,1,92910.0,551,137,792,179,103,33,1,6,7,13,1,0,36,3,0,1795,26
1,1,75433.0,800,0,297,0,34,57,2,2,5,10,6,0,33,2,1,1188,17
0,1,10404.0,2,2,11,10,6,12,2,1,0,4,5,0,33,0,1,43,5
1,1,61314.0,378,0,189,97,172,172,2,5,5,12,3,0,54,0,1,1008,22
2,0,84865.0,1248,16,349,43,16,16,1,2,4,9,4,0,61,4,0,1688,15
1,1,42387.0,235,0,235,19,4,191,5,8,1,7,8,0,33,0,1,684,16
0,1,67309.0,515,47,181,149,95,95,15,9,6,9,7,0,55,0,2,1082,24
1,1,75236.0,438,66,400,12,38,114,1,8,3,13,4,0,58,0,1,1068,24
1,0,30015.0,25,0,22,2,3,5,2,1,0,4,5,0,52,0,1,57,5
2,1,50943.0,31,0,7,2,0,6,1,1,0,3,5,0,66,0,1,46,4
1,0,67272.0,357,35,271,28,28,14,3,6,2,12,5,0,56,0,1,733,20
2,0,51529.0,400,4,35,6,0,22,2,9,1,5,8,0,73,0,1,467,15
2,1,32011.0,99,0,15,2,1,5,3,2,1,4,7,0,51,0,1,122,7
0,1,7500.0,1,11,5,4,6,9,2,2,0,3,8,0,36,0,1,36,5
1,1,28691.0,5,4,13,8,0,4,1,1,0,3,8,0,33,0,1,34,4
2,1,56223.0,77,28,31,16,0,4,2,2,1,5,4,0,74,0,1,156,8
1,1,18100.0,3,1,2,4,3,1,1,0,0,3,5,0,76,0,0,14,3
1,0,30279.0,10,4,14,4,4,1,1,1,0,3,8,0,33,0,1,37,4
0,1,20130.0,0,6,3,7,6,12,1,1,0,3,8,0,48,0,0,34,4
1,0,23295.0,0,0,1,2,12,5,1,1,0,2,8,0,63,0,0,20,3
2,0,42618.0,76,14,74,13,5,10,2,5,0,4,8,0,50,0,1,192,9
1,0,81246.0,398,190,537,61,156,37,1,4,5,7,1,0,58,2,0,1379,16
1,1,24027.0,14,7,11,11,0,5,2,2,0,3,8,0,46,0,1,48,5
2,1,55707.0,208,7,82,30,66,35,2,3,2,9,3,0,69,0,1,428,14
1,0,57959.0,430,16,322,43,24,33,5,4,7,11,3,0,67,0,1,868,22
1,1,56796.0,656,38,161,62,47,37,3,8,9,7,7,0,53,0,1,1001,24
2,0,36230.0,14,2,30,8,2,3,1,2,0,4,5,0,51,0,1,59,6
0,1,70829.0,141,70,106,72,19,23,2,4,2,8,3,0,42,0,2,431,14
1,1,65991.0,507,19,364,25,47,9,3,9,5,10,7,0,46,0,1,971,24
1,1,38988.0,164,24,103,12,3,42,7,5,1,6,8,0,50,0,3,348,12
0,0,89572.0,606,24,974,197,194,64,1,7,7,9,4,0,56,2,0,2059,23
2,1,42207.0,116,11,72,3,17,46,4,4,1,5,6,0,38,1,1,265,10
1,1,50300.0,143,15,60,24,23,5,2,2,1,8,2,0,70,0,1,270,11
0,1,66664.0,398,96,447,220,96,32,1,5,7,6,3,0,40,0,0,1289,18
1,1,60597.0,522,0,257,32,16,66,4,2,2,8,7,0,58,1,1,893,12
1,0,70165.0,161,0,253,199,191,122,1,3,7,11,1,0,73,0,0,926,21
2,0,50520.0,112,0,6,2,1,14,2,3,1,3,6,0,64,0,1,135,7
1,1,80124.0,483,84,398,205,84,241,1,3,7,8,1,0,59,1,0,1495,18
1,1,33183.0,7,5,39,17,15,37,2,4,0,3,7,0,47,0,1,120,7
2,0,66582.0,789,25,420,16,38,0,1,2,8,9,1,0,53,0,0,1288,19
2,1,75261.0,1239,17,413,23,34,17,1,5,6,5,2,0,67,2,0,1743,16
1,0,31880.0,4,1,5,2,0,3,1,1,0,2,8,0,52,0,1,15,3
1,1,53790.0,335,42,127,28,5,5,3,7,2,8,6,0,71,0,2,542,17
2,1,49269.0,639,8,166,11,8,58,3,7,3,12,7,0,51,0,1,890,22
1,1,61456.0,563,76,384,84,192,89,4,6,10,13,4,0,47,0,1,1388,29
1,1,37406.0,2,0,8,2,2,3,1,1,0,2,8,0,42,0,1,17,3
2,1,56937.0,746,8,125,11,8,8,7,8,6,9,6,0,41,1,1,906,23
1,1,38415.0,22,1,13,4,0,4,2,1,0,3,7,0,44,0,2,44,4
1,0,20518.0,4,1,6,4,1,9,1,1,1,2,5,0,34,0,1,25,4
1,1,62503.0,478,0,193,110,75,117,4,8,3,11,5,0,66,0,1,973,22
2,0,41644.0,20,3,4,2,0,2,2,1,0,3,3,0,50,0,2,31,4
2,1,55842.0,451,0,39,0,4,24,1,7,1,8,5,0,45,0,1,518,16
2,1,62010.0,371,22,39,6,0,92,4,6,2,7,5,0,50,0,1,530,15
1,1,41124.0,281,7,84,15,0,119,7,7,3,4,8,0,45,0,1,506,14
2,1,38961.0,19,7,19,0,1,24,1,2,1,2,7,0,49,0,1,70,5
2,0,37760.0,26,3,13,2,10,0,1,2,0,3,6,0,50,0,1,54,5
1,0,32233.0,138,15,35,25,11,72,2,6,2,2,9,0,48,1,1,296,10
1,1,43057.0,213,2,44,0,2,5,4,4,2,5,5,0,47,0,1,266,11
2,1,83151.0,407,28,100,120,74,18,1,5,9,4,3,0,62,0,0,747,18
2,0,78825.0,483,74,114,169,37,18,1,5,10,13,3,0,58,0,0,895,28
2,1,65104.0,738,0,232,13,20,50,2,3,5,7,7,0,46,0,1,1053,15
1,1,60093.0,502,12,109,16,6,90,2,7,2,10,6,0,48,0,1,735,19
1,1,14045.0,11,0,5,2,1,1,1,1,0,3,7,0,53,0,1,20,4
0,0,28457.0,24,1,108,29,29,14,1,4,1,4,8,0,70,0,0,205,9
2,1,78952.0,1170,19,594,99,76,134,2,2,5,12,6,0,64,0,1,2092,19
1,0,46310.0,185,2,88,15,5,14,2,6,1,5,8,0,46,0,1,309,12
1,1,76005.0,983,20,389,240,50,40,1,3,5,13,6,0,67,1,0,1722,21
2,0,58308.0,691,0,69,10,0,130,4,2,6,3,8,0,58,0,1,900,11
2,0,55614.0,504,13,131,8,0,26,1,9,4,6,7,0,78,1,0,682,19
2,0,59432.0,317,25,265,25,19,12,3,5,3,11,5,0,60,0,1,663,19
1,0,55563.0,29,1,9,2,0,2,1,2,0,3,3,0,44,0,1,43,5
2,1,78642.0,1396,0,322,46,35,17,1,4,9,4,6,0,51,0,1,1816,17
2,1,67911.0,529,0,356,63,28,0,3,6,7,11,3,0,73,0,1,976,24
1,1,65275.0,388,14,218,91,14,21,1,4,3,13,2,0,78,0,0,746,20
1,1,27203.0,13,2,21,4,0,24,2,1,1,2,8,0,72,0,2,64,4
2,1,48330.0,28,0,4,0,0,0,1,1,0,3,5,0,61,0,1,32,4
0,1,24279.0,16,36,21,20,62,108,1,4,1,3,8,0,32,0,0,263,8
2,1,64355.0,1047,0,140,67,38,153,2,4,3,12,8,0,37,0,1,1445,19
2,1,50943.0,31,0,7,2,0,6,1,1,0,3,5,0,66,0,1,46,4
1,0,53653.0,815,10,239,28,10,108,2,10,4,12,6,0,69,0,0,1210,26
1,1,65665.0,225,162,387,106,36,29,1,5,10,8,3,0,46,0,1,945,23
1,0,81217.0,493,70,324,146,40,84,1,3,7,11,1,0,33,0,0,1157,21
1,1,34935.0,34,4,66,3,10,20,1,2,1,4,7,0,30,0,0,137,7
1,0,61250.0,382,138,65,60,26,59,6,5,2,12,5,0,63,0,1,730,19
2,1,39665.0,127,1,56,0,1,31,3,4,2,3,7,0,41,1,1,216,9
1,0,60152.0,325,83,300,86,58,91,1,6,4,12,3,0,43,0,1,943,22
1,1,48920.0,238,17,68,8,10,6,3,6,2,5,7,0,58,1,2,347,13
2,1,89120.0,1168,92,408,72,129,55,1,5,6,7,1,0,63,1,0,1924,18
2,1,44124.0,284,0,55,0,6,52,4,6,2,5,8,0,76,0,1,397,13
2,0,81169.0,1288,20,613,80,61,27,1,5,7,9,2,0,47,0,0,2089,21
1,1,36443.0,65,0,46,4,3,20,4,3,1,3,8,0,61,0,2,138,7
1,0,26095.0,11,7,9,3,1,11,1,1,0,3,7,0,32,0,1,42,4
1,1,71367.0,227,23,389,42,21,75,1,4,5,7,2,0,63,0,0,777,16
2,1,80184.0,1035,134,670,25,38,0,1,6,3,10,3,0,78,2,0,1902,19
1,0,30630.0,27,1,12,2,0,10,2,2,0,3,7,0,57,0,2,52,5
2,0,73454.0,982,73,351,56,14,175,1,2,4,6,5,0,35,1,0,1651,12
1,1,42691.0,179,2,64,38,17,58,1,5,1,6,5,0,31,0,0,358,12
1,1,70503.0,1379,33,216,0,33,66,1,2,4,9,6,0,69,2,0,1727,15
1,1,25545.0,32,1,64,16,12,85,3,2,2,3,6,0,35,0,1,210,7
1,1,32880.0,8,4,15,7,6,2,1,1,0,3,8,0,36,0,1,42,4
2,1,77863.0,881,38,319,16,25,12,1,4,5,10,2,0,64,0,0,1291,19
2,1,50353.0,141,15,153,67,31,35,1,4,4,6,3,0,45,0,0,442,14
1,0,61839.0,1000,155,379,224,17,120,1,4,8,4,8,0,58,0,0,1895,16
2,1,49154.0,206,10,67,30,27,71,6,4,1,8,6,0,62,0,2,411,13
0,0,47682.0,162,61,83,97,57,61,4,4,3,8,5,0,47,0,1,521,15
1,0,72679.0,619,54,260,127,54,54,1,4,7,5,1,0,53,0,1,1168,16
2,1,57954.0,456,4,24,0,0,9,7,8,2,6,7,0,45,1,2,493,16
1,1,65316.0,112,6,92,3,9,38,2,3,2,5,4,0,60,0,2,260,10
1,0,28567.0,11,3,22,2,2,6,2,2,0,3,6,0,40,0,1,46,5
2,1,47352.0,172,12,112,8,0,15,4,6,1,5,7,0,71,0,1,319,12
1,1,44931.0,78,0,11,0,0,7,1,2,1,3,5,0,55,0,1,96,6
1,0,76982.0,464,151,292,65,60,30,1,8,3,4,4,0,55,1,0,1062,15
0,1,57247.0,99,4,32,37,54,6,2,2,1,7,2,0,70,0,1,232,10
2,0,22944.0,19,3,19,4,5,26,3,3,0,3,7,0,41,0,1,76,6
0,1,25315.0,1,9,8,11,3,22,3,3,0,3,8,0,45,0,1,54,6
1,0,43638.0,63,10,83,7,19,19,2,4,1,4,7,0,53,0,1,201,9
2,0,42710.0,252,3,42,4,3,102,2,4,5,3,6,0,38,0,1,406,12
2,1,84169.0,1478,19,403,0,19,0,1,7,6,6,3,0,40,2,0,1919,19
1,1,54058.0,198,18,252,32,108,54,2,4,6,8,3,0,46,0,1,662,18
0,1,24683.0,8,4,10,6,7,6,2,2,0,4,5,0,32,0,1,41,6
1,0,85620.0,416,46,925,60,107,46,1,3,6,4,1,0,58,0,0,1600,13
1,1,47850.0,42,7,43,20,12,10,1,3,0,4,6,0,42,0,1,134,7
1,1,19514.0,14,3,21,2,1,28,4,3,1,2,8,0,54,1,2,69,6
2,1,27159.0,17,0,3,0,0,1,2,1,0,3,6,0,49,0,2,21,4
0,0,39548.0,15,4,10,3,4,18,2,1,1,3,3,0,59,0,2,54,5
1,0,21474.0,6,16,24,11,0,34,2,3,1,2,7,0,33,1,1,91,6
2,0,60504.0,458,0,24,6,4,34,2,6,2,8,6,0,51,0,1,526,16
1,1,22419.0,30,3,47,19,21,42,1,3,2,2,8,0,59,0,0,162,7
2,1,81698.0,179,28,520,111,123,47,1,3,8,13,1,0,73,0,0,1008,24
1,1,43462.0,90,17,97,15,6,15,6,4,1,5,8,0,70,0,2,240,10
2,0,54880.0,308,85,137,102,45,118,2,6,2,11,5,0,44,0,1,795,19
1,1,79908.0,557,129,761,29,185,111,1,5,6,7,2,0,40,1,0,1772,18
0,1,15315.0,7,4,13,15,8,17,2,2,0,4,5,0,52,0,0,64,6
1,1,87771.0,1492,38,287,50,57,33,1,5,10,4,6,0,63,4,1,1957,19
1,1,33039.0,30,8,12,8,8,12,1,2,0,4,5,0,44,0,1,78,6
1,0,81741.0,249,153,940,58,134,38,0,6,6,7,2,0,42,0,0,1572,19
2,1,71499.0,465,25,132,136,0,37,2,8,3,13,4,0,51,0,1,795,24
0,1,62466.0,129,129,259,168,121,83,5,6,3,12,4,0,52,0,1,889,21
2,0,48799.0,174,18,81,28,6,24,3,3,2,7,3,0,59,0,1,331,12
2,1,52157.0,189,2,29,3,2,40,2,3,2,5,4,0,72,0,1,265,10
1,0,66565.0,747,10,161,65,40,42,4,4,2,9,8,0,60,0,1,1065,15
2,1,29298.0,6,0,2,2,0,1,1,1,0,2,5,0,71,0,2,11,3
1,0,47691.0,14,0,3,0,0,4,1,1,0,2,6,0,43,0,1,21,3
1,1,38200.0,12,0,4,0,0,1,1,1,0,2,7,0,52,0,2,17,3
1,1,44989.0,98,0,106,49,10,106,5,5,1,5,6,0,48,0,1,369,11
2,1,38443.0,32,0,5,0,0,1,2,1,0,3,7,0,54,0,2,38,4
0,0,38593.0,51,12,49,17,24,24,3,4,1,3,8,0,44,0,1,177,8
2,1,64413.0,200,5,44,0,10,20,1,5,1,5,5,0,52,0,1,279,11
2,1,36959.0,25,6,25,6,0,0,2,2,0,3,8,0,41,0,1,62,5
2,1,61996.0,1050,12,144,0,0,24,3,6,4,8,5,0,45,3,1,1230,18
1,1,51287.0,117,0,22,13,0,30,3,4,1,3,7,0,54,0,2,182,8
1,1,13260.0,9,4,17,10,2,7,4,3,0,3,8,0,52,0,2,49,6
2,1,47472.0,56,0,11,0,0,8,2,2,0,4,5,0,56,0,2,75,6
2,1,54603.0,145,13,46,17,2,4,6,4,2,4,7,0,66,0,2,227,10
2,1,45207.0,203,0,10,0,0,2,5,3,1,6,6,0,48,1,2,215,10
1,1,40689.0,270,3,27,39,6,99,7,7,1,5,8,0,71,0,1,444,13
0,1,47821.0,9,0,16,6,6,10,1,1,0,3,8,0,55,0,2,47,4
2,1,27450.0,37,12,23,8,11,52,1,2,1,3,7,0,71,0,0,143,6
1,1,39453.0,46,0,7,0,0,2,2,2,0,3,6,0,39,0,1,55,5
0,1,26850.0,31,1,13,7,2,9,4,2,1,4,4,0,51,0,2,63,7
1,0,79800.0,1060,21,530,32,0,224,1,5,11,5,3,0,67,3,0,1867,21
2,1,61794.0,264,47,188,54,47,11,2,4,4,10,2,0,61,0,1,611,18
1,1,53863.0,399,4,30,6,4,30,3,7,1,7,7,0,67,1,1,473,15
1,1,24221.0,8,9,9,2,5,22,1,1,1,3,4,0,63,0,0,55,5
2,0,39684.0,19,0,35,6,4,17,2,2,1,2,7,1,38,0,1,81,5
2,1,92163.0,817,183,797,106,163,20,0,5,11,5,2,0,47,2,0,2086,21
2,0,69882.0,292,127,635,132,127,165,1,3,7,9,1,0,57,0,0,1478,19
1,1,33178.0,12,6,2,11,2,16,1,1,0,3,4,0,45,0,1,49,4
2,1,59973.0,130,30,168,20,34,0,1,3,4,7,1,0,50,0,0,382,14
2,1,17459.0,6,4,16,3,10,30,3,3,1,2,7,0,47,0,1,69,6
1,0,23910.0,16,12,18,7,1,13,1,2,0,3,7,0,53,0,1,67,5
2,1,42169.0,19,0,9,0,0,2,2,1,0,3,8,0,53,0,2,30,4
0,1,26224.0,4,7,15,13,9,15,3,2,1,3,6,0,44,0,1,63,6
1,1,31089.0,31,3,31,2,8,4,3,3,0,4,8,0,41,0,1,79,7
1,0,30081.0,36,0,2,0,0,4,1,1,0,3,7,0,61,0,1,42,4
1,1,62807.0,526,28,135,10,21,99,3,5,3,12,5,0,62,0,1,819,20
1,0,72906.0,400,32,519,71,75,54,1,3,4,9,1,0,67,0,0,1151,16
2,1,61467.0,410,16,114,0,5,49,3,5,2,10,5,0,74,0,2,594,17
2,1,49618.0,80,3,26,4,2,14,4,3,1,3,7,0,56,0,2,129,7
2,0,21888.0,88,10,46,2,3,64,4,5,1,2,10,0,36,0,1,213,8
1,0,42429.0,55,0,6,2,0,4,2,1,1,3,5,0,49,0,1,67,5
1,0,26150.0,5,1,13,3,5,1,1,1,0,3,7,0,66,0,3,28,4
0,1,30801.0,8,4,5,15,2,11,2,1,0,3,7,0,47,0,1,45,4
1,1,81168.0,410,0,592,147,22,22,1,6,4,7,3,0,57,1,0,1193,17
2,0,26877.0,101,13,76,20,18,40,2,3,1,6,6,0,53,0,0,268,10
2,0,45006.0,162,25,53,16,0,10,1,3,1,7,3,0,78,0,0,266,11
0,1,18978.0,2,8,1,4,7,15,1,1,0,3,8,0,49,0,1,37,4
1,1,22574.0,25,0,8,2,0,2,2,2,0,3,7,0,55,0,3,37,5
2,0,48240.0,389,91,248,64,49,41,3,6,3,13,5,0,53,0,0,882,22
1,1,45837.0,215,13,87,17,17,24,5,6,2,5,7,0,48,0,2,373,13
2,0,35791.0,27,0,5,0,0,3,2,1,0,3,8,0,57,0,3,35,4
2,1,162397.0,85,1,16,2,1,2,0,0,0,1,1,0,46,0,2,107,1
1,0,54162.0,5,6,10,6,5,10,1,1,0,3,4,0,44,0,2,42,4
2,1,30522.0,179,8,83,19,11,26,5,1,2,9,2,0,62,0,1,326,12
2,1,54456.0,352,0,27,10,0,15,3,6,1,7,6,0,61,0,1,404,14
1,0,31632.0,17,8,12,11,15,32,1,2,1,2,7,0,51,0,0,95,5
1,0,72298.0,625,35,169,58,17,35,1,4,3,6,1,0,73,2,0,939,13
0,0,36975.0,10,6,11,0,4,2,1,1,0,3,7,0,44,0,1,33,4
0,1,72635.0,390,22,323,104,35,107,1,6,8,6,3,0,67,1,0,981,20
1,1,13624.0,10,2,15,2,1,6,2,2,0,3,6,0,46,0,1,36,5
1,0,84196.0,215,63,507,231,31,190,1,8,4,7,3,0,47,0,1,1237,19
1,1,70971.0,1001,17,572,93,125,17,7,11,11,5,7,0,62,0,1,1825,27
2,0,34487.0,19,18,33,24,1,8,3,3,0,3,9,0,45,0,2,103,6
1,0,28769.0,41,5,129,10,3,3,3,4,1,4,9,0,45,0,1,191,9
2,1,69084.0,1181,107,199,39,30,30,2,7,3,13,8,0,52,0,1,1586,23
2,1,65488.0,603,45,207,36,18,54,1,3,4,6,1,0,64,0,0,963,13
0,1,62466.0,129,129,259,168,121,83,5,6,3,12,4,0,52,0,1,889,21
0,0,32218.0,10,24,15,13,1,30,1,2,1,3,7,0,62,1,0,93,6
1,0,83917.0,514,22,732,42,198,79,1,6,7,7,3,0,49,0,0,1587,20
